price,bedRoom,bathroom,balcony,floorNum,agePossession,Location,Servant_Room,Study_Room,Pooja_Room,Store_Room,Built_Up_Area,furnishing_type,luxury_category
270.0,3.0,3.0,3.0,5.0,Relatively New,sector 65,1,0,0,1,1980.0,Fully Furnished,Luxurious
235.0,3.0,3.0,3.0,3.0,Relatively New,sector 65,1,1,0,0,1980.0,Fully Furnished,Luxurious
279.0,4.0,4.0,3.0,2.0,Relatively New,sector 65,1,1,0,0,2370.0,Semi Furnished,Luxurious
230.0,3.0,4.0,3.0,3.0,Relatively New,sector 65,1,1,1,1,1980.0,Semi Furnished,Luxurious
210.0,3.0,4.0,3.0,8.0,Old Property,sector 56,0,0,0,0,2200.0,Unfurnished,Luxurious
135.0,3.0,2.0,2.0,1.0,Old Property,sector 56,0,0,0,0,1275.0,Unfurnished,Luxurious
223.0,3.0,4.0,3.0,10.0,Relatively New,sector 104,1,0,0,0,1960.0,Fully Furnished,Luxurious
208.0,4.0,4.0,3.0,3.0,Relatively New,sector 108,1,0,0,0,2631.0,Unfurnished,Luxurious
130.0,3.0,3.0,3.0,7.0,Relatively New,sector 108,0,1,0,0,1406.4,Unfurnished,Luxurious
48.0,2.0,2.0,1.0,5.0,Relatively New,sector 102,0,0,0,1,505.6,Unfurnished,Luxurious
233.0,3.0,3.0,3.0,17.0,Relatively New,sector 108,0,0,0,1,1711.0,Fully Furnished,Luxurious
175.0,3.0,3.0,3.0,7.0,Old Property,sector 48,1,0,0,0,2200.0,Fully Furnished,Luxurious
160.0,3.0,3.0,3.0,13.0,Old Property,sector 48,0,0,0,0,1700.0,Fully Furnished,Luxurious
150.0,3.0,3.0,3.0,1.0,Old Property,sector 48,0,0,0,0,1600.0,Fully Furnished,Luxurious
190.0,3.0,3.0,3.0,2.0,Old Property,sector 49,0,0,0,0,1600.0,Fully Furnished,Semi Luxurious
370.0,4.0,5.0,3.0,10.0,Relatively New,sector 60,1,0,0,0,2240.0,Fully Furnished,Luxurious
375.0,4.0,5.0,3.0,15.0,Relatively New,sector 60,1,0,0,0,2240.0,Unfurnished,Luxurious
340.0,3.0,4.0,3.0,15.0,Relatively New,sector 67,1,0,0,0,1886.4,Fully Furnished,Luxurious
220.00000000000003,3.0,4.0,3.0,8.0,Relatively New,sector 109,1,0,0,0,1860.0,Unfurnished,Luxurious
83.0,2.0,2.0,2.0,12.0,Relatively New,sector 83,0,0,1,0,1154.0,Unfurnished,Luxurious
145.0,3.0,3.0,3.0,7.0,Relatively New,sector 102,1,0,0,0,1320.0,Unfurnished,Luxurious
177.0,3.0,3.0,3.0,1.0,Relatively New,sector 102,0,0,0,0,1461.6,Unfurnished,Luxurious
97.0,2.0,2.0,2.0,10.0,Relatively New,sector 102,0,0,0,0,732.0,Unfurnished,Luxurious
235.0,3.0,3.0,3.0,14.0,Relatively New,sector 102,1,1,0,0,2078.4,Unfurnished,Luxurious
190.0,3.0,4.0,3.0,8.0,Relatively New,sector 102,1,0,0,0,1511.2,Fully Furnished,Luxurious
43.0,2.0,2.0,1.0,6.0,New Property,sector 86,0,1,0,0,601.2,Unfurnished,Semi Luxurious
162.0,3.0,5.0,3.0,9.0,Relatively New,sector 70,1,0,0,0,1560.0,Unfurnished,Semi Luxurious
199.0,3.0,4.0,3.0,17.0,Relatively New,sector 85,1,0,0,0,2398.0,Unfurnished,Luxurious
123.0,2.0,2.0,3.0,1.0,Relatively New,sector 70,0,1,0,0,1080.0,Unfurnished,Semi Luxurious
163.0,3.0,5.0,3.0,12.0,Relatively New,sector 70,1,0,0,0,1560.0,Unfurnished,Semi Luxurious
164.0,3.0,5.0,3.0,3.0,Relatively New,sector 70,1,0,0,0,1560.0,Unfurnished,Semi Luxurious
125.0,2.0,2.0,3.0,3.0,Relatively New,sector 70,0,1,0,0,1080.0,Unfurnished,Semi Luxurious
190.0,4.0,4.0,3.0,8.0,Relatively New,sector 109,1,0,0,0,2444.0,Unfurnished,Luxurious
120.0,3.0,2.0,2.0,8.0,Relatively New,sector 109,0,0,0,0,1504.0,Unfurnished,Luxurious
163.0,3.0,3.0,2.0,8.0,Relatively New,sector 109,1,0,0,0,2036.0,Unfurnished,Luxurious
123.0,3.0,3.0,2.0,19.0,Relatively New,sector 90,0,0,0,0,1395.2,Unfurnished,Semi Luxurious
43.0,2.0,2.0,1.0,6.0,New Property,sector 86,0,0,0,0,601.2,Unfurnished,Semi Luxurious
107.0,2.0,2.0,3.0,21.0,Relatively New,sector 85,0,0,1,0,1312.0,Unfurnished,Semi Luxurious
173.0,4.0,5.0,3.0,8.0,Relatively New,sector 85,1,0,0,0,2017.0,Unfurnished,Not Luxurious
145.0,3.0,4.0,2.0,3.0,New Property,sector 85,1,0,0,0,1616.0,Unfurnished,Not Luxurious
187.0,3.0,3.0,3.0,31.0,Moderately Old,sector 82,0,0,1,0,1439.2,Unfurnished,Semi Luxurious
185.0,3.0,3.0,3.0,15.0,Moderately Old,sector 82,0,0,0,0,1454.4,Unfurnished,Semi Luxurious
175.0,4.0,4.0,3.0,3.0,Relatively New,sector 90,0,0,0,0,1772.0,Unfurnished,Semi Luxurious
123.0,2.0,2.0,3.0,13.0,Relatively New,sector 86,0,1,0,0,1184.0,Unfurnished,Semi Luxurious
125.0,2.0,2.0,3.0,13.0,Moderately Old,sector 86,0,1,0,0,1184.0,Unfurnished,Semi Luxurious
560.0,4.0,6.0,3.0,8.0,Relatively New,sector 112,1,0,0,0,3655.35,Unfurnished,Luxurious
145.0,3.0,3.0,3.0,8.0,Relatively New,sector 81,0,0,0,0,1650.0,Fully Furnished,Semi Luxurious
270.0,4.0,4.0,3.0,18.0,Moderately Old,sector 82,1,0,0,0,2060.8,Unfurnished,Semi Luxurious
42.5,2.0,2.0,1.0,2.0,New Property,sector 86,1,1,1,0,601.2,Unfurnished,Semi Luxurious
345.0,4.0,4.0,3.0,25.0,Moderately Old,sector 81,1,0,0,0,2233.6,Unfurnished,Semi Luxurious
325.0,4.0,4.0,3.0,11.0,Moderately Old,sector 81,1,0,0,0,2202.4,Unfurnished,Semi Luxurious
35.0,2.0,2.0,1.0,7.0,Relatively New,sector 37c,0,0,0,0,850.0,Fully Furnished,Luxurious
33.0,2.0,2.0,1.0,3.0,Relatively New,sector 37c,0,0,0,0,850.0,Fully Furnished,Luxurious
110.0,3.0,3.0,3.0,6.0,Relatively New,sector 37,0,0,0,0,1700.0,Unfurnished,Luxurious
108.0,3.0,3.0,3.0,9.0,Relatively New,sector 37,0,0,0,0,1700.0,Unfurnished,Luxurious
140.0,3.0,3.0,3.0,5.0,Relatively New,sector 37,0,0,0,0,1711.0,Fully Furnished,Luxurious
165.0,4.0,3.0,3.0,6.0,Relatively New,sector 37,0,0,0,0,2091.0,Fully Furnished,Luxurious
167.0,4.0,4.0,3.0,11.0,Relatively New,sector 37,0,0,0,0,2091.0,Fully Furnished,Luxurious
145.0,3.0,3.0,3.0,8.0,Relatively New,sector 37,0,0,0,0,1711.0,Fully Furnished,Luxurious
261.0,3.0,3.0,3.0,14.0,Relatively New,sector 102,1,1,0,0,2200.0,Unfurnished,Semi Luxurious
132.0,3.0,3.0,3.0,6.0,Relatively New,sector 103,0,1,0,0,1300.0,Unfurnished,Semi Luxurious
145.0,3.0,3.0,3.0,8.0,Relatively New,sector 102,1,0,0,0,1300.0,Fully Furnished,Semi Luxurious
73.0,2.0,2.0,3.0,5.0,Relatively New,sohna,0,0,1,0,1011.2,Unfurnished,Semi Luxurious
71.5,2.0,2.0,3.0,10.0,Relatively New,sohna,0,1,0,0,1165.6,Unfurnished,Semi Luxurious
65.5,2.0,2.0,3.0,12.0,Relatively New,sohna,0,0,1,0,1011.2,Unfurnished,Semi Luxurious
90.0,3.0,3.0,3.0,3.0,Relatively New,sohna,0,0,1,0,1726.8,Unfurnished,Luxurious
77.5,3.0,3.0,3.0,1.0,Relatively New,sohna,0,0,1,0,1452.0,Unfurnished,Luxurious
70.0,3.0,3.0,3.0,2.0,Relatively New,sohna,0,0,1,0,1383.6,Unfurnished,Luxurious
53.2,2.0,2.0,2.0,1.0,Relatively New,sohna,0,0,1,0,1014.0,Unfurnished,Luxurious
52.0,2.0,2.0,2.0,3.0,Relatively New,sohna,0,0,1,0,986.4,Unfurnished,Luxurious
90.5,3.0,3.0,3.0,1.0,Relatively New,sohna,0,0,1,0,1726.8,Unfurnished,Luxurious
52.5,2.0,2.0,2.0,2.0,Relatively New,sohna,0,0,1,0,986.4,Unfurnished,Luxurious
120.0,3.0,4.0,3.0,8.0,Relatively New,sector 37c,0,0,0,0,1635.0,Unfurnished,Luxurious
122.0,3.0,4.0,3.0,5.0,Relatively New,sector 37c,0,0,0,0,1665.0,Unfurnished,Luxurious
140.0,3.0,3.0,3.0,4.0,Relatively New,sector 37c,1,0,0,0,1890.0,Unfurnished,Luxurious
73.0,2.0,2.0,3.0,9.0,Relatively New,sohna,0,0,1,0,1015.2,Unfurnished,Luxurious
72.5,2.0,2.0,3.0,12.0,Relatively New,sohna,0,1,0,0,1165.6,Unfurnished,Luxurious
72.5,2.0,2.0,3.0,8.0,Relatively New,sohna,0,0,0,0,1516.8,Unfurnished,Luxurious
72.5,2.0,2.0,3.0,3.0,Relatively New,sohna,0,0,1,0,968.0,Unfurnished,Luxurious
53.5,2.0,2.0,2.0,4.0,Relatively New,sohna,0,0,1,0,1014.0,Unfurnished,Luxurious
67.0,2.0,2.0,3.0,4.0,Relatively New,sohna,0,0,1,0,968.0,Unfurnished,Luxurious
78.0,3.0,3.0,3.0,3.0,Relatively New,sohna,0,0,1,0,1452.0,Unfurnished,Luxurious
65.0,2.0,2.0,2.0,2.0,Relatively New,sohna,0,0,1,0,922.4,Unfurnished,Luxurious
350.0,4.0,5.0,3.0,10.0,Relatively New,sector 111,1,0,0,0,2700.0,Fully Furnished,Semi Luxurious
485.0,4.0,4.0,3.0,15.0,Relatively New,sector 66,1,1,1,1,3500.0,Fully Furnished,Luxurious
190.0,4.0,4.0,3.0,19.0,Relatively New,sector 90,1,0,0,1,2181.6,Fully Furnished,Luxurious
156.0,3.0,5.0,3.0,4.0,New Property,sector 99,1,0,0,0,1597.6,Fully Furnished,Semi Luxurious
400.0,4.0,5.0,3.0,9.0,Relatively New,sector 72,1,0,0,0,2800.0,Fully Furnished,Luxurious
300.0,3.0,3.0,3.0,4.0,Relatively New,sector 67,0,0,0,1,1900.0,Fully Furnished,Luxurious
330.0,3.0,3.0,3.0,10.0,Relatively New,sector 72,1,0,0,0,2000.0,Fully Furnished,Luxurious
210.0,3.0,4.0,2.0,12.0,Relatively New,sector 66,1,0,0,0,1800.0,Fully Furnished,Luxurious
190.0,3.0,4.0,2.0,8.0,Relatively New,sector 66,1,0,0,0,1850.0,Fully Furnished,Luxurious
240.0,3.0,2.0,3.0,5.0,Relatively New,sector 66,1,0,0,0,1700.0,Fully Furnished,Luxurious
152.0,2.0,2.0,3.0,6.0,Relatively New,sector 74,0,0,0,1,1250.0,Unfurnished,Luxurious
148.0,2.0,2.0,3.0,13.0,Relatively New,sector 74,0,0,0,1,1300.0,Unfurnished,Luxurious
229.0,3.0,4.0,3.0,10.0,Relatively New,sector 81,1,1,0,0,2128.0,Semi Furnished,Luxurious
400.0,3.0,4.0,3.0,5.0,Old Property,sector 58,1,0,0,0,1731.2,Fully Furnished,Semi Luxurious
360.0,4.0,5.0,3.0,7.0,Relatively New,sector 110,1,0,0,0,2720.0,Fully Furnished,Luxurious
138.0,3.0,3.0,2.0,1.0,Relatively New,sector 55,0,0,0,0,1144.0,Fully Furnished,Luxurious
220.00000000000003,3.0,4.0,3.0,13.0,Relatively New,sector 109,1,0,0,0,1860.0,Fully Furnished,Luxurious
449.0,5.0,5.0,3.0,4.0,Relatively New,sector 110,1,0,0,0,3104.0,Fully Furnished,Luxurious
349.0,4.0,5.0,3.0,7.0,Relatively New,sector 110,1,0,0,0,2720.0,Fully Furnished,Luxurious
370.0,4.0,5.0,3.0,7.0,Relatively New,sector 110,1,0,0,0,2720.0,Fully Furnished,Luxurious
142.0,3.0,3.0,3.0,4.0,Relatively New,sector 102,0,0,0,0,1320.0,Unfurnished,Semi Luxurious
450.0,4.0,4.0,3.0,0.0,Relatively New,sector 67,1,0,1,0,3160.0,Fully Furnished,Semi Luxurious
185.0,3.0,3.0,3.0,24.0,Relatively New,sector 104,1,0,0,0,1832.0,Unfurnished,Luxurious
262.0,4.0,4.0,3.0,14.0,Relatively New,sector 104,1,0,0,0,2520.0,Unfurnished,Luxurious
110.0,3.0,3.0,3.0,5.0,Relatively New,sector 83,0,0,0,0,1600.0,Unfurnished,Semi Luxurious
133.0,2.0,2.0,3.0,6.0,Relatively New,sector 79,0,1,0,0,1247.2,Unfurnished,Luxurious
134.0,2.0,2.0,3.0,2.0,Relatively New,sector 79,0,1,0,0,1257.6,Unfurnished,Luxurious
118.0,2.0,2.0,3.0,7.0,Relatively New,sector 79,0,0,0,0,1106.4,Unfurnished,Luxurious
95.0,2.0,2.0,3.0,5.0,Relatively New,sector 83,0,0,0,0,1300.0,Unfurnished,Semi Luxurious
98.0,2.0,2.0,3.0,5.0,Relatively New,sector 83,0,0,0,0,1300.0,Unfurnished,Semi Luxurious
115.0,3.0,4.0,3.0,12.0,Relatively New,sector 106,1,1,0,0,1186.0,Fully Furnished,Luxurious
90.0,3.0,2.0,3.0,6.0,Relatively New,sector 69,0,0,1,0,1591.2,Unfurnished,Semi Luxurious
252.0,4.0,4.0,3.0,19.0,Relatively New,sector 104,1,0,0,1,2800.0,Fully Furnished,Luxurious
201.0,3.0,4.0,3.0,6.0,Relatively New,sector 79,1,0,0,0,1892.8,Unfurnished,Luxurious
193.0,3.0,4.0,3.0,5.0,Relatively New,sector 79,1,0,0,0,1809.6,Unfurnished,Luxurious
128.0,3.0,3.0,3.0,7.0,Relatively New,sector 79,0,0,0,0,1204.0,Unfurnished,Luxurious
191.0,3.0,4.0,3.0,7.0,Relatively New,sector 79,1,0,0,0,1795.2,Unfurnished,Luxurious
134.0,3.0,3.0,3.0,7.0,Relatively New,sector 79,0,0,0,0,1257.6,Unfurnished,Luxurious
170.0,3.0,3.0,3.0,22.0,Relatively New,sector 109,0,0,0,0,1550.0,Unfurnished,Luxurious
350.0,3.0,3.0,3.0,7.0,Moderately Old,sector 66,1,0,0,1,2125.0,Fully Furnished,Luxurious
183.0,4.0,3.0,3.0,8.0,New Property,sector 92,1,0,0,0,1860.0,Fully Furnished,Luxurious
125.0,3.0,4.0,3.0,0.0,Old Property,sector 90,1,0,0,0,1736.4,Semi Furnished,Semi Luxurious
180.0,3.0,4.0,3.0,6.0,Relatively New,sector 83,1,0,0,0,1800.0,Fully Furnished,Semi Luxurious
140.0,3.0,3.0,3.0,11.0,Relatively New,sector 83,1,0,0,0,1376.0,Semi Furnished,Semi Luxurious
154.0,2.0,2.0,3.0,22.0,Relatively New,sector 74,0,0,0,0,1200.0,Unfurnished,Luxurious
600.0,3.0,4.0,3.0,6.0,Moderately Old,sector 53,1,0,0,0,1960.0,Fully Furnished,Semi Luxurious
485.0,3.0,4.0,3.0,25.0,Relatively New,sector 54,1,0,0,0,1500.0,Semi Furnished,Semi Luxurious
486.00000000000006,3.0,4.0,3.0,7.0,Relatively New,sector 54,1,0,0,0,1500.0,Fully Furnished,Semi Luxurious
515.0,3.0,3.0,3.0,8.0,Moderately Old,sector 48,1,0,0,0,2364.0,Semi Furnished,Semi Luxurious
178.0,3.0,4.0,2.0,5.0,Relatively New,sector 48,0,1,1,0,1420.8000000000002,Unfurnished,Not Luxurious
179.0,3.0,3.0,3.0,9.0,Old Property,sector 49,1,0,0,0,1680.0,Unfurnished,Semi Luxurious
144.0,3.0,3.0,2.0,6.0,Moderately Old,sector 55,0,0,0,0,1700.0,Fully Furnished,Semi Luxurious
159.0,4.0,3.0,3.0,3.0,Old Property,sector 56,0,0,0,0,1900.0,Unfurnished,Semi Luxurious
199.0,4.0,4.0,3.0,4.0,Old Property,sector 56,0,0,1,0,2000.0,Fully Furnished,Semi Luxurious
154.0,3.0,3.0,2.0,6.0,Old Property,sector 56,1,0,1,0,1920.0,Fully Furnished,Semi Luxurious
139.0,3.0,2.0,3.0,6.0,Old Property,sector 56,1,0,1,0,1750.0,Unfurnished,Semi Luxurious
174.0,3.0,3.0,3.0,2.0,Old Property,sector 56,1,0,1,0,2400.0,Fully Furnished,Semi Luxurious
128.0,2.0,2.0,3.0,10.0,Relatively New,sector 102,0,0,0,0,972.0,Unfurnished,Semi Luxurious
172.0,3.0,4.0,3.0,7.0,Relatively New,sector 109,1,0,0,0,1797.0,Unfurnished,Luxurious
150.0,3.0,3.0,3.0,7.0,Relatively New,sector 109,0,0,0,0,1466.0,Fully Furnished,Luxurious
141.0,2.0,2.0,3.0,0.0,Relatively New,sector 102,0,0,0,0,1094.4,Unfurnished,Semi Luxurious
350.0,3.0,3.0,2.0,3.0,Moderately Old,sector 65,1,0,0,0,1680.0,Fully Furnished,Luxurious
150.0,3.0,4.0,3.0,4.0,Relatively New,sector 109,1,0,0,0,1797.0,Unfurnished,Not Luxurious
145.0,3.0,4.0,3.0,4.0,Relatively New,sector 109,1,0,0,0,1797.0,Fully Furnished,Not Luxurious
213.0,4.0,4.0,3.0,2.0,Relatively New,sector 85,0,0,0,0,2600.0,Unfurnished,Semi Luxurious
200.0,3.0,4.0,3.0,6.0,Relatively New,sector 85,1,0,0,0,2300.0,Unfurnished,Semi Luxurious
210.0,4.0,4.0,3.0,7.0,Relatively New,sector 85,1,1,1,0,2600.0,Unfurnished,Semi Luxurious
213.0,4.0,4.0,3.0,6.0,Relatively New,sector 85,0,0,0,0,2600.0,Unfurnished,Semi Luxurious
125.0,2.0,2.0,3.0,10.0,Relatively New,sector 85,0,0,0,0,1730.0,Unfurnished,Semi Luxurious
119.0,2.0,2.0,3.0,4.0,Relatively New,sector 83,0,0,0,0,1630.0,Unfurnished,Semi Luxurious
117.0,2.0,2.0,3.0,11.0,Relatively New,sector 83,0,0,0,0,1660.0,Unfurnished,Semi Luxurious
209.0,4.0,4.0,3.0,8.0,Relatively New,sector 85,1,1,1,0,2600.0,Unfurnished,Semi Luxurious
217.0,4.0,4.0,3.0,7.0,Relatively New,sector 85,1,1,1,0,2600.0,Unfurnished,Semi Luxurious
214.0,4.0,4.0,3.0,6.0,Relatively New,sector 85,1,1,1,0,2300.0,Unfurnished,Semi Luxurious
210.0,4.0,4.0,3.0,2.0,Relatively New,sector 85,0,0,0,0,2600.0,Unfurnished,Semi Luxurious
198.0,3.0,4.0,3.0,6.0,Relatively New,sector 85,0,0,0,0,2300.0,Unfurnished,Semi Luxurious
124.0,2.0,2.0,3.0,10.0,Relatively New,sector 85,0,0,0,0,1730.0,Unfurnished,Semi Luxurious
118.0,2.0,2.0,3.0,4.0,Relatively New,sector 85,0,0,0,0,1630.0,Unfurnished,Semi Luxurious
120.0,2.0,2.0,3.0,15.0,Relatively New,sector 85,0,0,0,0,1660.0,Unfurnished,Semi Luxurious
119.0,2.0,2.0,3.0,11.0,Relatively New,sector 85,0,0,0,0,1670.0,Unfurnished,Semi Luxurious
209.0,3.0,3.0,3.0,0.0,Relatively New,sector 49,0,0,0,0,1444.0,Unfurnished,Semi Luxurious
245.00000000000003,3.0,3.0,3.0,0.0,Relatively New,sector 49,0,1,0,0,1648.8000000000002,Unfurnished,Semi Luxurious
223.0,3.0,3.0,3.0,14.0,Relatively New,sector 49,0,0,0,0,1626.4,Unfurnished,Semi Luxurious
421.0,5.0,6.0,3.0,14.0,Relatively New,sector 49,1,0,1,0,2845.6000000000004,Unfurnished,Semi Luxurious
416.0,5.0,4.0,3.0,14.0,Relatively New,sector 49,1,1,0,0,2845.6000000000004,Unfurnished,Semi Luxurious
452.0,5.0,5.0,3.0,14.0,Moderately Old,sector 49,1,1,1,0,3292.0,Unfurnished,Semi Luxurious
95.0,2.0,2.0,3.0,5.0,Relatively New,sector 79,0,0,0,0,1740.0,Unfurnished,Luxurious
150.0,2.0,3.0,3.0,1.0,Relatively New,sector 66,1,0,0,0,1330.0,Fully Furnished,Luxurious
500.0,4.0,4.0,3.0,13.0,Relatively New,sector 59,1,1,1,1,4594.8,Fully Furnished,Luxurious
400.0,4.0,5.0,3.0,22.0,Relatively New,sector 72,1,0,0,0,2324.0,Fully Furnished,Luxurious
36.5,2.0,2.0,2.0,6.0,Relatively New,sector 93,0,0,0,0,652.236,Unfurnished,Not Luxurious
95.0,2.0,2.0,2.0,2.0,Relatively New,sector 81,0,0,0,0,1088.0,Unfurnished,Luxurious
38.0,2.0,2.0,2.0,7.0,Relatively New,sector 93,0,0,0,0,713.8919999999999,Unfurnished,Not Luxurious
110.0,3.0,3.0,3.0,12.0,Relatively New,sector 83,1,0,0,0,1388.0,Fully Furnished,Semi Luxurious
155.0,3.0,4.0,3.0,16.0,Relatively New,sector 92,1,0,0,0,1596.0,Fully Furnished,Not Luxurious
155.0,3.0,3.0,3.0,17.0,Relatively New,sector 92,1,0,0,0,1596.0,Fully Furnished,Not Luxurious
200.0,4.0,5.0,3.0,12.0,Relatively New,sector 92,1,0,0,0,1980.0,Fully Furnished,Not Luxurious
230.0,3.0,4.0,3.0,27.0,Relatively New,sector 81,1,0,0,0,1680.0,Fully Furnished,Semi Luxurious
210.0,4.0,5.0,3.0,9.0,Relatively New,sector 85,0,0,0,0,2249.6,Fully Furnished,Semi Luxurious
130.0,3.0,3.0,1.0,6.0,Relatively New,sector 83,0,0,0,0,2288.0,Unfurnished,Semi Luxurious
40.0,2.0,2.0,1.0,12.0,Relatively New,sector 81,0,0,0,0,506.4,Fully Furnished,Semi Luxurious
330.0,3.0,4.0,3.0,15.0,New Property,sector 72,1,0,0,0,1800.0,Semi Furnished,Luxurious
110.0,2.0,2.0,2.0,0.0,New Property,sector 70,0,1,0,0,1040.0,Fully Furnished,Semi Luxurious
120.0,2.0,2.0,3.0,9.0,Relatively New,sector 85,0,0,0,1,1417.6,Unfurnished,Luxurious
215.0,4.0,5.0,3.0,6.0,Relatively New,sector 85,1,0,0,0,2249.6,Unfurnished,Luxurious
200.0,3.0,4.0,3.0,5.0,Relatively New,sector 85,1,0,0,0,1926.4,Unfurnished,Luxurious
210.0,3.0,4.0,3.0,6.0,Relatively New,sector 85,1,0,0,0,1926.4,Unfurnished,Luxurious
120.0,2.0,2.0,3.0,2.0,Relatively New,sector 85,0,0,0,1,1312.0,Unfurnished,Luxurious
130.0,2.0,2.0,3.0,16.0,Relatively New,sector 85,0,0,0,1,1336.8000000000002,Unfurnished,Luxurious
130.0,2.0,2.0,3.0,10.0,Relatively New,sector 85,0,0,0,1,1417.6,Unfurnished,Luxurious
120.0,2.0,2.0,3.0,14.0,Relatively New,sector 85,0,0,0,1,1312.0,Unfurnished,Luxurious
110.0,2.0,2.0,3.0,3.0,Relatively New,sector 85,0,0,0,1,1392.8000000000002,Unfurnished,Luxurious
125.0,2.0,2.0,3.0,17.0,Relatively New,sector 85,0,0,0,1,1392.8000000000002,Unfurnished,Luxurious
115.0,2.0,2.0,3.0,18.0,Relatively New,sector 85,0,0,0,1,1312.0,Unfurnished,Luxurious
175.0,3.0,4.0,3.0,20.0,Relatively New,sector 70,0,0,0,0,1706.0,Semi Furnished,Semi Luxurious
165.0,3.0,5.0,3.0,6.0,Relatively New,sector 70,1,0,1,0,1560.0,Fully Furnished,Luxurious
255.0,4.0,4.0,3.0,5.0,Relatively New,sector 104,1,0,0,0,1960.0,Fully Furnished,Semi Luxurious
390.0,4.0,4.0,3.0,39.0,Relatively New,sector 72,1,0,0,0,2324.0,Fully Furnished,Semi Luxurious
108.0,2.0,2.0,3.0,1.0,Relatively New,sector 68,0,0,0,0,1130.0,Fully Furnished,Luxurious
180.0,3.0,3.0,3.0,18.0,Relatively New,sector 68,0,0,0,0,1845.0,Fully Furnished,Luxurious
113.0,2.0,2.0,3.0,9.0,Relatively New,sector 68,0,0,0,0,1130.0,Fully Furnished,Luxurious
178.0,3.0,3.0,3.0,27.0,Relatively New,sector 68,0,0,0,0,1845.0,Fully Furnished,Luxurious
110.0,2.0,2.0,3.0,1.0,Relatively New,sector 68,0,0,0,0,1150.0,Fully Furnished,Luxurious
250.0,3.0,3.0,3.0,15.0,Relatively New,sector 70,0,0,0,0,1720.0,Fully Furnished,Luxurious
184.0,3.0,4.0,3.0,8.0,Relatively New,sector 85,0,0,1,0,1926.4,Unfurnished,Luxurious
118.0,2.0,3.0,3.0,12.0,Relatively New,sector 85,0,0,1,0,1420.0,Fully Furnished,Luxurious
163.0,3.0,3.0,3.0,5.0,New Property,sector 70,1,0,0,0,1560.0,Fully Furnished,Semi Luxurious
250.0,4.0,5.0,3.0,5.0,Relatively New,sector 102,1,0,0,0,2558.4,Unfurnished,Semi Luxurious
145.0,3.0,4.0,3.0,7.0,Relatively New,sector 107,1,0,0,0,1900.0,Unfurnished,Semi Luxurious
120.0,3.0,3.0,3.0,10.0,Relatively New,sector 108,0,1,0,0,1275.53,Unfurnished,Luxurious
160.0,3.0,4.0,3.0,3.0,Relatively New,sector 108,1,0,0,0,1500.29,Fully Furnished,Semi Luxurious
62.0,2.0,2.0,2.0,2.0,Relatively New,sector 67,0,0,0,0,627.6,Unfurnished,Semi Luxurious
55.0,2.0,2.0,2.0,3.0,Relatively New,sector 67,0,0,0,0,627.6,Unfurnished,Semi Luxurious
285.0,3.0,4.0,3.0,5.0,Relatively New,sector 60,1,0,0,0,1640.0,Fully Furnished,Luxurious
131.0,2.0,2.0,2.0,5.0,Relatively New,sector 85,1,0,0,0,1968.0,Unfurnished,Semi Luxurious
220.00000000000003,4.0,5.0,3.0,4.0,Relatively New,sector 85,1,0,1,0,2390.0,Unfurnished,Luxurious
300.0,3.0,3.0,2.0,2.0,Relatively New,sector 112,0,0,0,0,2600.0,Fully Furnished,Semi Luxurious
130.0,3.0,3.0,3.0,15.0,Relatively New,sector 86,1,0,1,0,1715.0,Fully Furnished,Semi Luxurious
195.0,3.0,4.0,3.0,9.0,Relatively New,sector 102,1,1,0,0,2063.2000000000003,Fully Furnished,Luxurious
90.0,2.0,3.0,3.0,2.0,Relatively New,sector 108,1,0,0,0,978.23,Unfurnished,Luxurious
120.0,3.0,3.0,3.0,7.0,Relatively New,sector 107,0,0,0,0,1750.0,Fully Furnished,Semi Luxurious
36.0,2.0,2.0,1.0,9.0,Relatively New,sector 107,0,0,0,0,438.4,Unfurnished,Semi Luxurious
37.0,2.0,2.0,1.0,10.0,Relatively New,sector 107,0,0,0,0,438.4,Unfurnished,Semi Luxurious
50.0,3.0,2.0,2.0,5.0,Relatively New,sector 107,0,0,0,0,850.0,Unfurnished,Semi Luxurious
112.0,3.0,3.0,2.0,12.0,Relatively New,sector 82,0,0,1,0,1432.0,Unfurnished,Semi Luxurious
112.0,3.0,4.0,2.0,6.0,Relatively New,sector 82,1,0,1,0,1500.0,Unfurnished,Luxurious
39.0,2.0,2.0,2.0,6.0,Relatively New,sector 81,0,0,0,0,720.0,Unfurnished,Semi Luxurious
38.0,1.0,1.0,2.0,3.0,Relatively New,sector 81,0,0,0,0,480.0,Unfurnished,Not Luxurious
165.0,3.0,3.0,2.0,6.0,Relatively New,sector 70,0,1,0,0,2340.0,Unfurnished,Semi Luxurious
115.0,2.0,2.0,2.0,6.0,Relatively New,sector 70,0,1,0,0,1620.0,Unfurnished,Luxurious
215.0,2.0,3.0,2.0,5.0,Relatively New,sector 60,1,0,0,0,1250.0,Fully Furnished,Semi Luxurious
210.0,4.0,5.0,3.0,5.0,Moderately Old,sector 70,1,0,0,0,1920.0,Fully Furnished,Luxurious
200.0,4.0,5.0,3.0,6.0,Moderately Old,sector 70,1,0,0,0,1920.0,Fully Furnished,Luxurious
190.0,3.0,3.0,3.0,9.0,Moderately Old,sector 49,1,0,0,0,2166.0,Unfurnished,Luxurious
