price,bedRoom,bathroom,balcony,floorNum,agePossession,Location,Servant_Room,Study_Room,Pooja_Room,Store_Room,Built_Up_Area,furnishing_type,luxury_category
155.0,3.0,3.0,3.0,12.0,Relatively New,sector 86,0,0,0,0,1500.0,Semi Furnished,Luxurious
335.0,3.0,4.0,3.0,12.0,New Property,sector 113,1,1,0,0,2200.0,Unfurnished,Luxurious
350.0,3.0,4.0,3.0,6.0,Relatively New,sector 66,1,0,0,0,2150.0,Fully Furnished,Semi Luxurious
480.0,3.0,4.0,3.0,8.0,Relatively New,sector 53,1,0,1,0,2500.0,Fully Furnished,Luxurious
150.0,3.0,3.0,3.0,4.0,Moderately Old,sector 54,0,0,1,0,1700.0,Fully Furnished,Semi Luxurious
278.0,3.0,4.0,3.0,5.0,Relatively New,sector 113,1,0,0,0,2350.0,Unfurnished,Luxurious
225.0,4.0,4.0,3.0,2.0,Relatively New,sector 110,1,0,0,0,2350.0,Unfurnished,Luxurious
255.0,3.0,3.0,3.0,20.0,New Property,sector 70,1,0,1,0,2000.0,Fully Furnished,Luxurious
125.0,4.0,4.0,3.0,12.0,Moderately Old,sector 83,1,0,0,0,1912.0,Unfurnished,Luxurious
85.0,2.0,2.0,2.0,18.0,Moderately Old,sector 83,0,0,1,0,1100.0,Fully Furnished,Luxurious
525.0,4.0,5.0,3.0,2.0,New Property,sector 55,1,1,1,0,4640.0,Unfurnished,Semi Luxurious
130.0,2.0,4.0,2.0,3.0,Relatively New,sector 79,0,0,0,0,1080.8,Unfurnished,Not Luxurious
75.0,3.0,2.0,2.0,3.0,New Property,sector 92,0,0,0,0,1298.0,Unfurnished,Luxurious
365.0,3.0,4.0,3.0,18.0,Relatively New,sector 67,1,0,1,0,2490.0,Fully Furnished,Semi Luxurious
165.0,4.0,4.0,3.0,7.0,Moderately Old,sector 90,0,0,0,0,2181.6,Unfurnished,Luxurious
125.0,3.0,3.0,3.0,17.0,Relatively New,sector 90,1,0,1,0,1700.0,Unfurnished,Semi Luxurious
142.0,4.0,4.0,3.0,8.0,Moderately Old,sector 90,1,0,0,1,1891.2,Unfurnished,Semi Luxurious
127.0,3.0,3.0,3.0,2.0,Relatively New,sector 90,0,0,0,0,1500.0,Unfurnished,Semi Luxurious
165.0,4.0,4.0,3.0,8.0,Relatively New,sector 90,0,0,0,0,1900.0,Unfurnished,Semi Luxurious
124.0,3.0,3.0,3.0,9.0,Relatively New,sector 90,0,0,0,0,1600.0,Unfurnished,Semi Luxurious
270.0,3.0,3.0,3.0,3.0,Moderately Old,sector 50,1,0,0,0,2084.0,Unfurnished,Luxurious
198.0,3.0,3.0,3.0,12.0,New Property,sector 37,0,1,0,0,1752.8000000000002,Fully Furnished,Semi Luxurious
250.0,2.0,2.0,3.0,10.0,Relatively New,sector 112,0,1,1,0,1939.03,Fully Furnished,Luxurious
229.0,3.0,4.0,3.0,2.0,Relatively New,sector 65,1,1,0,0,1980.0,Semi Furnished,Luxurious
298.0,3.0,3.0,3.0,0.0,Relatively New,sector 67,0,0,0,0,1637.6,Fully Furnished,Semi Luxurious
135.0,3.0,3.0,3.0,7.0,Relatively New,sector 83,1,0,0,0,1376.0,Unfurnished,Not Luxurious
137.0,3.0,3.0,3.0,2.0,Old Property,sector 56,0,0,0,0,1450.0,Unfurnished,Luxurious
155.0,3.0,3.0,3.0,5.0,Old Property,sector 56,1,0,1,0,1800.0,Unfurnished,Luxurious
425.0,3.0,4.0,3.0,3.0,Old Property,sector 24,1,0,1,0,2560.0,Fully Furnished,Luxurious
128.0,3.0,3.0,3.0,3.0,Relatively New,sector 82,0,1,0,0,1800.0,Fully Furnished,Luxurious
195.0,3.0,3.0,3.0,12.0,New Property,sector 102,0,0,0,1,1481.6,Unfurnished,Luxurious
235.0,3.0,4.0,3.0,6.0,Relatively New,sector 81,1,0,0,0,2128.0,Fully Furnished,Luxurious
500.0,3.0,3.0,3.0,28.0,Relatively New,sector 65,1,0,1,0,2800.0,Fully Furnished,Luxurious
99.0,3.0,3.0,1.0,10.0,New Property,sector 37c,1,0,0,0,1452.0,Unfurnished,Semi Luxurious
195.0,4.0,4.0,3.0,24.0,Relatively New,sector 90,1,0,0,1,2181.6,Unfurnished,Luxurious
330.0,4.0,5.0,3.0,4.0,Relatively New,sector 81,1,1,0,0,2776.0,Fully Furnished,Luxurious
475.0,4.0,4.0,3.0,0.0,Relatively New,sector 67,1,1,1,1,3200.0,Fully Furnished,Luxurious
150.0,2.0,2.0,3.0,17.0,Relatively New,sector 74,0,0,0,1,1300.0,Unfurnished,Luxurious
154.0,4.0,4.0,3.0,12.0,Moderately Old,sector 90,1,0,1,0,2200.0,Fully Furnished,Luxurious
127.0,3.0,4.0,3.0,19.0,Relatively New,sector 86,1,0,1,0,1800.0,Unfurnished,Luxurious
117.0,3.0,3.0,3.0,15.0,Relatively New,sector 90,0,0,0,0,1630.0,Fully Furnished,Luxurious
180.0,3.0,3.0,3.0,10.0,Relatively New,sector 82,1,0,0,0,1454.4,Semi Furnished,Luxurious
80.0,2.0,2.0,3.0,3.0,New Property,sector 103,0,0,1,0,1089.0,Unfurnished,Luxurious
176.0,3.0,3.0,3.0,9.0,Moderately Old,sector 48,1,0,1,0,1576.0,Fully Furnished,Luxurious
222.00000000000003,3.0,4.0,3.0,15.0,Relatively New,sector 102,1,1,0,0,2000.0,Fully Furnished,Semi Luxurious
124.0,2.0,2.0,3.0,19.0,Moderately Old,sector 28,0,0,1,0,1050.0,Fully Furnished,Luxurious
112.0,2.0,2.0,3.0,6.0,Relatively New,sector 79,0,1,0,0,1325.0,Unfurnished,Semi Luxurious
190.0,3.0,4.0,3.0,21.0,Relatively New,sector 102,1,0,0,0,1511.2,Unfurnished,Semi Luxurious
135.0,2.0,2.0,2.0,14.0,Old Property,sector 28,0,0,0,1,1120.0,Unfurnished,Semi Luxurious
222.00000000000003,3.0,3.0,3.0,20.0,Relatively New,sector 109,1,0,0,0,1676.0,Unfurnished,Luxurious
90.0,2.0,3.0,3.0,7.0,Relatively New,sector 108,1,0,0,0,1026.4,Unfurnished,Semi Luxurious
175.0,3.0,4.0,3.0,2.0,Relatively New,sector 109,1,0,0,0,1720.0,Unfurnished,Semi Luxurious
66.99,2.0,2.0,2.0,5.0,Relatively New,sector 85,0,0,0,0,1250.0,Fully Furnished,Luxurious
295.0,3.0,3.0,3.0,14.0,Moderately Old,sector 67,1,0,1,0,2236.0,Fully Furnished,Luxurious
204.0,3.0,3.0,3.0,16.0,Moderately Old,sector 61,1,0,0,0,1595.0,Fully Furnished,Luxurious
224.00000000000003,4.0,4.0,3.0,12.0,Relatively New,sector 84,1,0,0,0,2747.2000000000003,Unfurnished,Semi Luxurious
131.0,2.0,2.0,3.0,3.0,Relatively New,sector 88,0,1,0,0,1293.6,Unfurnished,Luxurious
170.0,3.0,3.0,3.0,7.0,Relatively New,sector 65,0,1,0,0,1116.0,Fully Furnished,Luxurious
119.0,3.0,3.0,2.0,10.0,Relatively New,sector 83,1,0,0,0,1920.0,Fully Furnished,Semi Luxurious
175.0,3.0,3.0,3.0,11.0,Relatively New,sector 77,1,0,0,0,1900.0,Unfurnished,Luxurious
112.0,3.0,3.0,2.0,17.0,Moderately Old,sector 83,0,0,0,0,1500.0,Fully Furnished,Luxurious
92.0,3.0,3.0,3.0,8.0,Moderately Old,sector 1,1,0,0,0,1829.6,Unfurnished,Not Luxurious
90.0,3.0,3.0,3.0,6.0,Moderately Old,sector 1,1,0,0,0,1829.6,Unfurnished,Not Luxurious
230.0,3.0,4.0,3.0,10.0,Moderately Old,sector 104,1,0,0,0,1960.0,Unfurnished,Semi Luxurious
158.0,2.0,3.0,3.0,11.0,Relatively New,sector 104,1,0,0,0,1360.0,Unfurnished,Semi Luxurious
425.0,5.0,5.0,3.0,4.0,Relatively New,sector 110,1,0,0,0,3104.0,Unfurnished,Semi Luxurious
168.0,3.0,4.0,3.0,15.0,Relatively New,sector 92,1,0,0,0,1696.0,Fully Furnished,Luxurious
455.0,4.0,4.0,3.0,19.0,Relatively New,sector 67,1,0,0,0,2504.0,Fully Furnished,Luxurious
285.0,4.0,4.0,3.0,5.0,Moderately Old,sector 67,1,0,1,0,1880.0,Fully Furnished,Luxurious
235.0,3.0,4.0,3.0,14.0,Moderately Old,sector 67,1,0,0,0,1548.0,Fully Furnished,Luxurious
230.0,3.0,4.0,3.0,6.0,New Property,sector 81,1,0,0,0,1673.6,Semi Furnished,Luxurious
226.0,3.0,4.0,3.0,17.0,New Property,sector 81,1,0,0,0,1680.0,Semi Furnished,Luxurious
478.0,3.0,4.0,3.0,7.0,Relatively New,sector 22,1,0,0,0,2500.0,Semi Furnished,Luxurious
200.0,4.0,5.0,3.0,7.0,Moderately Old,sector 70,1,0,0,0,1920.0,Fully Furnished,Luxurious
375.0,4.0,4.0,3.0,12.0,Relatively New,sector 60,1,0,0,0,2650.0,Fully Furnished,Semi Luxurious
616.0,4.0,5.0,3.0,10.0,New Property,sector 22,1,0,1,0,3600.0,Fully Furnished,Semi Luxurious
530.0,3.0,3.0,3.0,38.0,Moderately Old,sector 65,1,0,0,0,2280.0,Semi Furnished,Semi Luxurious
75.0,2.0,2.0,2.0,8.0,Relatively New,sector 77,0,0,0,1,1140.0,Fully Furnished,Luxurious
125.0,3.0,3.0,3.0,18.0,Relatively New,sector 79,0,1,0,0,1058.0,Fully Furnished,Luxurious
200.0,3.0,4.0,3.0,9.0,Relatively New,sector 79,1,0,0,0,1963.0,Unfurnished,Luxurious
130.0,3.0,3.0,3.0,19.0,Relatively New,sector 79,0,0,0,1,1176.0,Fully Furnished,Luxurious
175.0,3.0,4.0,3.0,3.0,Old Property,sector 39,1,0,0,0,2400.0,Semi Furnished,Semi Luxurious
200.0,5.0,4.0,3.0,9.0,Old Property,sector 39,1,0,0,0,3840.0,Semi Furnished,Semi Luxurious
178.0,3.0,3.0,3.0,7.0,Relatively New,sector 70,1,0,0,0,1560.0,Unfurnished,Semi Luxurious
115.0,2.0,2.0,3.0,14.0,Relatively New,sector 84,0,1,0,0,1227.2,Unfurnished,Semi Luxurious
165.0,3.0,3.0,3.0,1.0,Old Property,sector 47,0,0,0,0,1680.0,Fully Furnished,Semi Luxurious
21.0,1.0,1.0,1.0,0.0,Relatively New,sector 92,0,0,0,0,362.4,Unfurnished,Semi Luxurious
275.0,3.0,4.0,3.0,5.0,Moderately Old,sector 43,1,0,0,0,2400.0,Semi Furnished,Semi Luxurious
272.0,4.0,4.0,3.0,0.0,Relatively New,sector 67,1,0,1,0,2250.0,Fully Furnished,Luxurious
240.0,3.0,4.0,3.0,10.0,Moderately Old,sector 47,1,0,0,0,1668.8000000000002,Fully Furnished,Semi Luxurious
410.0,3.0,3.0,3.0,8.0,Moderately Old,sector 72,1,0,0,0,2040.0,Unfurnished,Semi Luxurious
112.0,3.0,4.0,3.0,0.0,Moderately Old,sector 71,1,0,0,0,1441.6,Unfurnished,Not Luxurious
65.0,2.0,2.0,3.0,10.0,Moderately Old,sector 90,0,1,0,0,1080.0,Fully Furnished,Luxurious
126.0,3.0,3.0,3.0,6.0,Relatively New,sector 90,0,0,0,0,1361.6,Fully Furnished,Semi Luxurious
180.0,4.0,4.0,3.0,7.0,Moderately Old,sector 90,0,0,0,0,1772.0,Unfurnished,Not Luxurious
590.0,3.0,3.0,3.0,18.0,Relatively New,sector 65,1,1,0,0,2690.4,Fully Furnished,Semi Luxurious
290.0,4.0,4.0,3.0,5.0,Moderately Old,sector 49,1,0,0,0,1906.4,Unfurnished,Luxurious
159.0,3.0,3.0,3.0,17.0,Relatively New,sector 86,0,0,0,0,1700.0,Fully Furnished,Luxurious
221.0,3.0,3.0,3.0,3.0,Relatively New,sector 81,1,0,0,0,1705.6,Semi Furnished,Luxurious
148.0,3.0,3.0,3.0,7.0,Relatively New,sector 83,1,0,0,0,1520.0,Unfurnished,Semi Luxurious
98.0,2.0,3.0,3.0,4.0,Relatively New,sector 108,0,1,0,0,978.23,Unfurnished,Luxurious
204.0,3.0,3.0,3.0,1.0,Relatively New,sector 102,0,0,0,0,1481.6,Unfurnished,Semi Luxurious
150.0,4.0,5.0,3.0,6.0,New Property,sector 85,1,0,0,0,2017.0,Fully Furnished,Semi Luxurious
149.0,4.0,5.0,3.0,10.0,Relatively New,sector 85,1,0,0,0,2017.0,Fully Furnished,Semi Luxurious
120.0,3.0,4.0,2.0,6.0,Relatively New,sector 85,1,0,0,0,1650.0,Fully Furnished,Semi Luxurious
86.0,3.0,4.0,3.0,0.0,Relatively New,sector 90,1,0,0,0,1525.0,Fully Furnished,Semi Luxurious
89.5,4.0,4.0,3.0,8.0,Moderately Old,sector 85,0,0,0,0,1575.0,Fully Furnished,Semi Luxurious
200.0,3.0,4.0,3.0,5.0,New Property,sector 95,1,0,0,0,1572.0,Unfurnished,Semi Luxurious
185.0,4.0,4.0,2.0,14.0,Relatively New,sector 69,0,0,0,0,1608.0,Fully Furnished,Luxurious
265.0,3.0,4.0,3.0,15.0,Relatively New,sector 104,1,0,0,0,1960.0,Fully Furnished,Luxurious
150.0,3.0,3.0,3.0,7.0,Relatively New,sector 102,0,0,1,0,1320.0,Fully Furnished,Luxurious
175.0,3.0,3.0,3.0,10.0,Relatively New,sector 109,0,0,1,0,1550.0,Fully Furnished,Semi Luxurious
132.0,2.0,2.0,2.0,10.0,Relatively New,sector 104,0,0,0,0,1240.0,Unfurnished,Semi Luxurious
80.0,2.0,2.0,2.0,8.0,Moderately Old,sector 83,0,0,0,1,1056.0,Unfurnished,Semi Luxurious
120.0,3.0,2.0,3.0,11.0,Relatively New,sector 108,1,0,1,0,1550.0,Fully Furnished,Luxurious
650.0,4.0,4.0,3.0,3.0,Moderately Old,sector 62,0,1,0,0,3469.6000000000004,Unfurnished,Semi Luxurious
117.0,3.0,4.0,3.0,12.0,Relatively New,sector 106,1,0,0,0,1186.0,Unfurnished,Semi Luxurious
115.0,3.0,4.0,3.0,5.0,Relatively New,sector 106,1,1,0,0,1305.0,Unfurnished,Semi Luxurious
248.0,3.0,3.0,3.0,8.0,New Property,sector 113,1,0,0,0,1980.0,Unfurnished,Semi Luxurious
135.0,3.0,3.0,3.0,4.0,Old Property,sector 56,0,0,0,0,1450.0,Fully Furnished,Luxurious
115.0,2.0,2.0,3.0,10.0,Relatively New,sector 103,0,1,0,0,1060.0,Fully Furnished,Luxurious
295.0,3.0,4.0,2.0,12.0,Relatively New,sector 108,0,0,0,0,1600.0,Unfurnished,Semi Luxurious
340.0,3.0,4.0,3.0,17.0,Relatively New,sector 67,1,0,0,0,1886.4,Fully Furnished,Luxurious
280.0,3.0,3.0,3.0,2.0,Relatively New,sector 67,0,0,0,1,1638.4,Semi Furnished,Luxurious
215.0,3.0,4.0,3.0,9.0,Relatively New,sector 109,1,0,0,0,1676.0,Unfurnished,Luxurious
176.0,3.0,3.0,3.0,1.0,Relatively New,sector 102,0,0,0,0,1353.6,Unfurnished,Luxurious
345.0,4.0,5.0,3.0,10.0,Relatively New,sector 111,1,0,0,0,2360.0,Unfurnished,Semi Luxurious
330.0,4.0,5.0,3.0,7.0,Relatively New,sector 110,1,0,0,0,2680.0,Unfurnished,Semi Luxurious
175.0,3.0,4.0,3.0,11.0,Relatively New,sector 104,1,0,0,0,1832.0,Unfurnished,Semi Luxurious
278.0,4.0,4.0,3.0,11.0,Relatively New,sector 104,1,0,0,0,2520.0,Unfurnished,Semi Luxurious
142.0,4.0,6.0,3.0,11.0,Relatively New,sector 106,1,0,0,0,1884.0,Unfurnished,Luxurious
240.0,4.0,4.0,3.0,15.0,Relatively New,sector 102,0,0,0,0,1729.6,Unfurnished,Luxurious
228.0,4.0,5.0,3.0,8.0,Relatively New,sector 108,0,0,0,0,2223.2000000000003,Unfurnished,Semi Luxurious
190.0,2.0,2.0,2.0,8.0,Relatively New,sector 108,0,0,0,0,1104.8,Unfurnished,Semi Luxurious
325.0,3.0,3.0,3.0,12.0,Relatively New,sector 108,0,0,0,0,1657.6,Unfurnished,Luxurious
160.0,3.0,3.0,3.0,9.0,Relatively New,sector 109,1,0,0,0,2036.0,Unfurnished,Semi Luxurious
82.0,2.0,2.0,3.0,7.0,Relatively New,sector 107,0,0,0,0,1092.8,Unfurnished,Luxurious
50.0,3.0,2.0,2.0,6.0,Relatively New,sector 107,0,0,0,0,774.0,Unfurnished,Not Luxurious
52.0,3.0,2.0,2.0,5.0,Relatively New,sector 107,0,0,0,0,774.0,Unfurnished,Not Luxurious
28.0,2.0,2.0,2.0,6.0,Relatively New,sector 107,0,0,0,0,586.8,Unfurnished,Semi Luxurious
29.0,2.0,2.0,2.0,3.0,Relatively New,sector 107,0,0,0,0,586.8,Unfurnished,Semi Luxurious
97.0,2.0,2.0,3.0,10.0,Relatively New,sector 108,1,0,0,0,1260.0,Unfurnished,Luxurious
80.0,2.0,2.0,3.0,7.0,Relatively New,sector 107,0,0,0,0,1092.8,Unfurnished,Luxurious
145.0,3.0,3.0,3.0,10.0,Relatively New,sector 102,1,0,0,0,1320.0,Unfurnished,Luxurious
55.0,3.0,2.0,1.0,3.0,Relatively New,sai kunj,0,0,0,0,1020.0,Unfurnished,Not Luxurious
110.0,2.0,2.0,3.0,9.0,New Property,sector 99,0,1,0,0,1240.0,Fully Furnished,Luxurious
140.0,2.0,2.0,2.0,8.0,Relatively New,sector 67,0,1,0,0,1187.2,Unfurnished,Semi Luxurious
142.0,3.0,3.0,2.0,8.0,Relatively New,sector 69,0,0,1,0,1262.4,Fully Furnished,Semi Luxurious
295.0,4.0,5.0,3.0,10.0,Relatively New,sector 82,1,0,0,0,2060.8,Semi Furnished,Luxurious
260.0,2.0,2.0,3.0,8.0,Relatively New,sector 112,0,0,0,0,1939.03,Unfurnished,Luxurious
110.0,3.0,3.0,3.0,7.0,New Property,sector 103,0,0,0,0,1500.0,Unfurnished,Luxurious
75.0,2.0,2.0,3.0,14.0,Relatively New,sector 107,0,0,1,0,1092.8,Unfurnished,Luxurious
130.0,3.0,3.0,3.0,4.0,Relatively New,sector 107,0,0,1,0,1554.0,Fully Furnished,Luxurious
149.0,3.0,4.0,3.0,5.0,Relatively New,sector 107,1,0,0,1,1888.8,Fully Furnished,Luxurious
119.0,2.0,2.0,3.0,15.0,Relatively New,sector 88,0,1,1,0,1302.4,Fully Furnished,Luxurious
115.0,2.0,2.0,3.0,14.0,Relatively New,sector 88,0,1,1,0,1292.8000000000002,Unfurnished,Luxurious
99.5,3.0,4.0,3.0,2.0,Relatively New,sector 103,1,0,1,0,1592.8000000000002,Unfurnished,Luxurious
78.0,2.0,2.0,2.0,3.0,Relatively New,sector 83,0,1,1,0,850.0,Fully Furnished,Luxurious
115.0,3.0,3.0,2.0,3.0,Relatively New,sector 83,1,1,1,1,1350.0,Fully Furnished,Luxurious
80.0,3.0,3.0,3.0,9.0,Relatively New,sector 108,0,0,1,0,1470.4,Unfurnished,Luxurious
220.00000000000003,3.0,4.0,3.0,20.0,Relatively New,sector 102,1,1,0,0,1186.0,Fully Furnished,Semi Luxurious
155.0,3.0,3.0,3.0,3.0,Moderately Old,sector 54,1,0,0,0,1900.0,Fully Furnished,Semi Luxurious
155.0,3.0,3.0,2.0,0.0,Relatively New,sector 69,0,0,1,0,1262.4,Fully Furnished,Semi Luxurious
90.0,3.0,2.0,3.0,1.0,Relatively New,sector 69,0,0,0,0,1326.0,Fully Furnished,Luxurious
90.0,3.0,3.0,3.0,5.0,Moderately Old,manesar,1,0,0,0,2506.8,Unfurnished,Semi Luxurious
85.0,3.0,3.0,3.0,5.0,Moderately Old,sector 1,1,0,0,0,1720.0,Unfurnished,Not Luxurious
300.0,3.0,3.0,3.0,5.0,Relatively New,sector 60,1,0,0,0,2400.0,Fully Furnished,Luxurious
212.0,2.0,2.0,2.0,2.0,Relatively New,sector 60,0,0,1,0,1350.0,Fully Furnished,Luxurious
105.0,3.0,3.0,3.0,7.0,Relatively New,sector 77,0,0,0,0,1600.0,Unfurnished,Semi Luxurious
165.0,3.0,4.0,3.0,9.0,New Property,sector 85,0,0,1,0,1926.4,Unfurnished,Semi Luxurious
150.0,3.0,3.0,3.0,20.0,Relatively New,sector 84,1,0,0,0,1570.4,Fully Furnished,Semi Luxurious
340.0,3.0,4.0,3.0,16.0,Relatively New,sector 67,1,0,0,0,1886.4,Fully Furnished,Luxurious
350.0,3.0,4.0,3.0,15.0,Relatively New,sector 67,1,0,0,0,1886.4,Fully Furnished,Luxurious
315.0,3.0,4.0,3.0,15.0,Relatively New,sector 67,1,0,1,0,1961.6,Fully Furnished,Luxurious
525.0,4.0,4.0,3.0,9.0,Old Property,sector 43,1,0,1,0,2570.0,Unfurnished,Luxurious
278.0,3.0,3.0,3.0,4.0,Relatively New,sector 67,0,0,1,0,1637.6,Fully Furnished,Luxurious
72.0,3.0,3.0,3.0,9.0,Relatively New,sector 92,1,0,0,0,1700.0,Unfurnished,Semi Luxurious
155.0,3.0,3.0,3.0,6.0,Moderately Old,sector 56,1,0,0,0,1600.0,Unfurnished,Semi Luxurious
150.0,3.0,3.0,3.0,7.0,Old Property,sector 43,0,0,0,1,1385.0,Fully Furnished,Luxurious
305.0,3.0,4.0,2.0,35.0,Relatively New,sector 67,1,1,0,0,2200.0,Fully Furnished,Luxurious
383.0,3.0,4.0,2.0,10.0,Relatively New,sector 58,1,1,0,0,2000.0,Fully Furnished,Luxurious
225.0,3.0,3.0,2.0,9.0,Relatively New,sector 74,1,0,0,0,1938.0,Fully Furnished,Luxurious
140.0,4.0,4.0,3.0,10.0,Relatively New,sector 83,1,0,0,0,2340.0,Unfurnished,Semi Luxurious
375.0,3.0,5.0,3.0,22.0,Relatively New,sector 112,1,0,0,0,2241.6,Fully Furnished,Semi Luxurious
151.0,3.0,3.0,3.0,7.0,Relatively New,sector 70,1,0,0,0,1580.8000000000002,Unfurnished,Semi Luxurious
270.0,3.0,3.0,3.0,7.0,Relatively New,sector 48,1,1,0,0,2000.0,Fully Furnished,Luxurious
335.0,4.0,4.0,3.0,11.0,Relatively New,sector 113,1,1,0,0,3230.4,Fully Furnished,Luxurious
150.0,3.0,3.0,2.0,8.0,Relatively New,sector 69,0,0,1,0,1262.4,Fully Furnished,Luxurious
220.00000000000003,3.0,4.0,3.0,8.0,Relatively New,sector 81,1,0,0,0,2128.0,Fully Furnished,Luxurious
255.0,4.0,4.0,3.0,14.0,Relatively New,sector 82,0,0,0,0,1818.4,Semi Furnished,Semi Luxurious
45.0,2.0,2.0,2.0,6.0,Relatively New,sector 81,0,0,0,1,717.6,Fully Furnished,Semi Luxurious
118.0,3.0,3.0,2.0,14.0,Relatively New,sector 83,0,0,0,0,1388.0,Unfurnished,Semi Luxurious
85.0,2.0,2.0,3.0,6.0,Relatively New,sector 84,0,0,0,0,1016.0,Fully Furnished,Semi Luxurious
149.0,3.0,3.0,3.0,6.0,Relatively New,sector 84,1,0,0,0,1570.4,Unfurnished,Semi Luxurious
650.0,4.0,5.0,3.0,10.0,Relatively New,sector 53,1,1,1,0,3000.0,Fully Furnished,Luxurious
118.0,4.0,4.0,3.0,8.0,Relatively New,sector 92,1,0,0,0,2719.2,Unfurnished,Luxurious
80.0,3.0,3.0,3.0,7.0,Relatively New,sector 92,0,1,0,0,1827.6,Fully Furnished,Luxurious
142.0,4.0,4.0,3.0,7.0,Relatively New,sector 83,1,1,0,0,2000.0,Unfurnished,Luxurious
500.0,3.0,3.0,3.0,2.0,Relatively New,sector 65,1,0,0,0,3245.0,Fully Furnished,Luxurious
172.0,3.0,3.0,1.0,8.0,Relatively New,sector 86,0,0,0,0,1543.2,Fully Furnished,Semi Luxurious
195.0,3.0,3.0,3.0,1.0,New Property,sector 65,0,0,0,1,1680.0,Semi Furnished,Luxurious
75.0,3.0,3.0,3.0,10.0,New Property,sector 83,0,0,0,0,1072.0,Fully Furnished,Semi Luxurious
172.0,3.0,3.0,3.0,10.0,Relatively New,sector 37,1,0,0,0,1752.8000000000002,Unfurnished,Not Luxurious
250.0,4.0,5.0,3.0,10.0,Relatively New,sector 102,1,0,1,0,2600.0,Fully Furnished,Luxurious
170.0,3.0,4.0,3.0,8.0,Relatively New,sector 102,1,0,1,0,1750.0,Fully Furnished,Luxurious
114.0,2.0,2.0,2.0,19.0,Moderately Old,sector 50,0,0,0,0,1330.0,Fully Furnished,Luxurious
135.0,3.0,3.0,3.0,2.0,Old Property,sector 43,0,0,0,0,1320.0,Fully Furnished,Semi Luxurious
27.1,2.0,2.0,1.0,10.0,Relatively New,sector 99,0,0,0,0,537.6,Unfurnished,Semi Luxurious
140.0,4.0,4.0,3.0,20.0,Relatively New,sector 86,1,0,1,0,1884.8,Unfurnished,Semi Luxurious
125.0,3.0,4.0,3.0,2.0,Relatively New,sector 86,1,0,1,0,1544.0,Unfurnished,Semi Luxurious
118.0,2.0,2.0,3.0,9.0,Relatively New,sector 85,0,1,0,0,1700.0,Fully Furnished,Luxurious
110.0,2.0,2.0,3.0,10.0,Relatively New,sector 85,0,0,1,0,1600.0,Unfurnished,Luxurious
121.0,3.0,3.0,3.0,7.0,Moderately Old,sector 107,0,0,0,0,1554.4,Fully Furnished,Luxurious
345.0,4.0,4.0,3.0,9.0,Moderately Old,sector 110,1,0,0,0,2720.0,Fully Furnished,Semi Luxurious
195.0,3.0,3.0,3.0,10.0,Relatively New,sector 102,0,0,0,0,1481.6,Unfurnished,Luxurious
365.0,4.0,5.0,3.0,17.0,Moderately Old,sector 111,1,0,0,0,2360.0,Fully Furnished,Luxurious
230.0,3.0,3.0,3.0,7.0,Moderately Old,sector 28,1,0,0,0,1777.0,Unfurnished,Luxurious
340.0,3.0,4.0,3.0,9.0,Relatively New,sector 66,1,0,0,1,1760.0,Fully Furnished,Luxurious
114.0,3.0,3.0,3.0,4.0,Relatively New,sohna,0,0,0,0,1400.8000000000002,Fully Furnished,Luxurious
95.75,2.0,2.0,3.0,14.0,Relatively New,sohna,0,1,0,0,1165.6,Unfurnished,Luxurious
305.0,3.0,4.0,3.0,3.0,Relatively New,sector 113,1,0,0,0,2150.0,Unfurnished,Luxurious
235.0,3.0,4.0,3.0,3.0,Relatively New,sector 113,1,0,0,0,1930.0,Unfurnished,Luxurious
105.0,2.0,2.0,3.0,2.0,Relatively New,sector 99,0,1,0,0,1390.0,Unfurnished,Semi Luxurious
102.0,2.0,2.0,3.0,3.0,Relatively New,sector 99,0,1,0,0,1430.0,Unfurnished,Luxurious
108.0,3.0,5.0,3.0,2.0,Relatively New,sector 99,1,0,0,0,1750.0,Fully Furnished,Semi Luxurious
175.0,2.0,2.0,2.0,10.0,Relatively New,sector 113,0,1,0,0,1264.0,Unfurnished,Semi Luxurious
245.00000000000003,3.0,3.0,3.0,8.0,Relatively New,sector 113,0,0,0,0,1780.0,Unfurnished,Luxurious
168.0,3.0,3.0,3.0,8.0,Relatively New,sector 109,0,0,0,0,1396.0,Unfurnished,Luxurious
126.0,2.0,2.0,2.0,10.0,Relatively New,sector 102,0,0,0,0,972.0,Unfurnished,Luxurious
182.0,3.0,4.0,3.0,12.0,Relatively New,sector 102,1,0,0,0,1553.6,Unfurnished,Semi Luxurious
258.0,3.0,4.0,2.0,9.0,Relatively New,sector 111,1,0,0,0,1760.0,Unfurnished,Semi Luxurious
175.0,2.0,2.0,3.0,10.0,Relatively New,sector 113,0,1,0,0,1258.4,Unfurnished,Semi Luxurious
260.0,3.0,3.0,2.0,8.0,Relatively New,sector 108,0,0,0,0,1368.8000000000002,Unfurnished,Luxurious
290.0,3.0,4.0,2.0,11.0,Relatively New,sector 108,0,0,0,0,1602.4,Unfurnished,Luxurious
140.0,3.0,4.0,3.0,6.0,Relatively New,sector 107,1,0,0,0,1888.8,Unfurnished,Luxurious
295.0,4.0,5.0,3.0,10.0,Relatively New,sector 109,1,0,0,0,2520.0,Unfurnished,Semi Luxurious
