society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,Exhaust Fan,Fridge,Stove,Sofa,Wardrobe,Chimney,Curtains,Modular Kitchen,Dining Table,Bed,Geyser,Fan,Water Purifier,AC,Light,TV,Microwave,Washing Machine,furnishing_type
Ireo Skyon,375.0,13392,4,5,3,15,South,Relatively New,4, Sector 60 Gurgaon,39,1,0,0,0,,,2800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Merlin,340.0,14418,3,4,3,15,South,Relatively New,3, Sector 67 Gurgaon,21,1,0,0,0,1900,,2358,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,4,0,0,5,9,0,0,0,1
ATS Kocoon,220.00000000000003,10023,3,4,3,8,North-East,Relatively New,3, Sector 109 Gurgaon,24,1,0,0,0,,1860,2095,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0
Vatika Gurgaon ,83,6666,2,2,2,12,North,Relatively New,2, Sector 83 Gurgaon,18,0,0,1,0,945,1154,1245,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emaar Gurgaon Greens,145.0,8787,3,3,3,7,North-East,Relatively New,3, Sector 102 Gurgaon,14,1,0,0,0,,,1650,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shapoorji Pallonji Joyville Gurugram,177.0,9195,3,3,3,1,North-East,Relatively New,3, Sector 102 Gurgaon,26,0,0,0,0,,,1827,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,5,0,0,0,0
Shapoorji Pallonji Joyville Gurugram,97,16454,2,2,2,10,North-East,Relatively New,2, Sector 102 Gurgaon,26,0,0,0,0,589.49,,915,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,6,0,0,0,0
Adani MK Oyster Grande,235.0,8468,3,3,3,14,East,Relatively New,3, Sector 102 Gurgaon,24,1,1,0,0,,,2598,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,8,0,6,6,0,0,0,1
Adani MK Oyster Grande,190.0,9105,3,4,3,8,North-East,Relatively New,3, Sector 102 Gurgaon,24,1,0,0,0,,,1889,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,6,0,0,0,1
Pyramid Urban Homes ,43,8582,2,2,1,6,North-East,New Property,2, Sector 86 Gurgaon,13,0,1,0,0,501,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shree Vardhman Victoria,162.0,8307,3,5,3,9,North,Relatively New,3, Sector 70 Gurgaon,18,1,0,0,0,1161,,1950,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,27,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS The Leaf,193.0,8075,3,4,3,7,North-East,Relatively New,3, Sector 85 Gurgaon,26,1,0,0,0,2390,2400,2408,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,10,0,0,0,0
SS The Leaf,199.0,8659,3,4,3,17,East,Relatively New,3, Sector 85 Gurgaon,26,1,0,0,0,2298,2398,2408,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,4,0,2,10,0,0,0,1
Shree Vardhman Victoria,123.0,9111,2,2,3,1,North-East,Relatively New,2, Sector 70 Gurgaon,18,0,1,0,0,,,1350,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,27,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shree Vardhman Victoria,163.0,8358,3,5,3,12,East,Relatively New,3, Sector 70 Gurgaon,18,1,0,0,0,1161,,1950,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,27,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shree Vardhman Victoria,164.0,8384,3,5,3,3,North,Relatively New,3, Sector 70 Gurgaon,18,1,0,0,0,1161,,1950,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,33,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shree Vardhman Victoria,125.0,9259,2,2,3,3,East,Relatively New,2, Sector 70 Gurgaon,18,0,1,0,0,,,1350,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,27,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBTL Caladium,190.0,6219,4,4,3,8,North-East,Relatively New,4, Sector 109 Gurgaon,19,1,0,0,0,,,3055,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBTL Caladium,120.0,6382,3,2,2,8,South,Relatively New,3, Sector 109 Gurgaon,19,0,0,0,0,,,1880,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,7,0,0,0,0
SBTL Caladium,163.0,6404,3,3,2,8,North-West,Relatively New,3, Sector 109 Gurgaon,19,1,0,0,0,,,2545,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLF Regal Gardens,123.0,7052,3,3,2,19,North,Relatively New,3, Sector 90 Gurgaon,29,0,0,0,0,,,1744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyramid Urban Homes ,43,8582,2,2,1,6,North-East,New Property,2, Sector 86 Gurgaon,13,0,0,0,0,501,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS The Leaf,107.0,6524,2,2,3,21,South,Relatively New,2, Sector 85 Gurgaon,26,0,0,1,0,,,1640,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orris Aster Court Premier,173.0,6757,4,5,3,8,East,Relatively New,4, Sector 85 Gurgaon,12,1,0,0,0,,2017,2560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orris Aster Court Premier,145.0,6839,3,4,2,3,North,New Property,3, Sector 85 Gurgaon,12,1,0,0,0,,1616,2120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLF The Primus,187.0,10394,3,3,3,31,East,Moderately Old,3, Sector 82A Gurgaon,32,0,0,1,0,1538,,1799,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLF The Primus,185.0,10176,3,3,3,15,East,Moderately Old,3, Sector 82A Gurgaon,32,0,0,0,0,1538,,1818,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLF Regal Gardens,175.0,7900,4,4,3,3,East,Relatively New,4, Sector 90 Gurgaon,29,0,0,0,0,,,2215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microtek Greenburg,123.0,8310,2,2,3,13,South,Relatively New,2, Sector 86 Gurgaon,21,0,1,0,0,,,1480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microtek Greenburg,125.0,8445,2,2,3,13,West,Moderately Old,2, Sector 86 Gurgaon,21,0,1,0,0,,,1480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experion Windchants,560.0,11551,4,6,3,8,North-East,Relatively New,4, Sector 112 Gurgaon,28,1,0,0,0,,3655.35,4848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,7,0,6,6,0,0,0,1
Bestech Park View Ananda,145.0,8011,3,3,3,8,North,Relatively New,3, Sector 81 Gurgaon,15,0,0,0,0,1500,1650,1810,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0,0,5,1,1,1,0,0,2,3,0,2,4,0,1,0,1
DLF The Primus,270.0,10481,4,4,3,18,East,Moderately Old,4, Sector 82A Gurgaon,32,1,0,0,0,1306,,2576,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyramid Urban Homes ,42.5,8483,2,2,1,2,North-East,New Property,2, Sector 86 Gurgaon,13,1,1,1,0,501,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLF The Ultima,345.0,12356,4,4,3,25,East,Moderately Old,4, Sector 81 Gurgaon,29,1,0,0,0,,,2792,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,34,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLF The Ultima,325.0,11805,4,4,3,11,North-West,Moderately Old,4, Sector 81 Gurgaon,19,1,0,0,0,,,2753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apex Our Homes,35,3783,2,2,1,7,East,Relatively New,2, Sector 37C Gurgaon,11,0,0,0,0,800,850,925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,2,1,1,1,0,0,2,4,0,0,11,0,0,0,1
Apex Our Homes,33,3567,2,2,1,3,West,Relatively New,2, Sector 37C Gurgaon,11,0,0,0,0,800,850,925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,2,1,0,1,0,0,2,4,0,0,10,0,0,0,1
Ramprastha Primera,110.00000000000001,6111,3,3,3,6,North-West,Relatively New,3, Sector 37D Gurgaon,22,0,0,0,0,1600,1700,1800,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramprastha Primera,108.0,6000,3,3,3,9,South,Relatively New,3, Sector 37D Gurgaon,22,0,0,0,0,1600,1700,1800,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPTP Terra,140.0,7730,3,3,3,5,South-East,Relatively New,3, Sector 37D Gurgaon,23,0,0,0,0,1611,1711,1811,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,3,1,0,1,0,0,0,6,0,5,0,0,0,0,1
BPTP Terra,165.0,7530,4,3,3,6,West,Relatively New,4, Sector 37D Gurgaon,23,0,0,0,0,1991,2091,2191,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,3,1,0,1,0,0,0,6,0,5,19,0,0,0,1
BPTP Terra,167.0,7622,4,4,3,11,West,Relatively New,4, Sector 37D Gurgaon,23,0,0,0,0,1991,2091,2191,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,3,1,0,1,0,0,0,7,0,5,18,0,0,0,1
BPTP Terra,145.0,8006,3,3,3,8,South-East,Relatively New,3, Sector 37D Gurgaon,23,0,0,0,0,1611,1711,1811,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2,1,0,1,0,0,0,0,0,5,0,0,0,0,0
Adani MK Oyster Grande,261.0,10046,3,3,3,14,North-East,Relatively New,3, Sector 102 Gurgaon,24,1,1,0,0,2000,2200,2598,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
Indiabulls Centrum Park,132.0,7787,3,3,3,6,North-East,Relatively New,3, Sector 103 Gurgaon,18,0,1,0,0,1200,1300,1695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Emaar Gurgaon Greens,145.0,8787,3,3,3,8,North-East,Relatively New,3, Sector 102 Gurgaon,14,1,0,0,0,1100,1300,1650,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0
Signature The Serenas,28,57,1,1,2,1,North-West,Relatively New,1, Sohna,14,0,1,0,0,48811,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldeco Accolade,73,5775,2,2,3,5,West,Relatively New,2, Sohna,18,0,0,1,0,730,,1264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,21,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldeco Accolade,71.5,4907,2,2,3,10,North-East,Relatively New,2, Sohna,18,0,1,0,0,849,,1457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldeco Accolade,65.5,5181,2,2,3,12,North-West,Relatively New,2, Sohna,18,0,0,1,0,730,,1264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Global Park,90,6254,3,3,3,3,North-West,Relatively New,3, Sohna,4,0,0,1,0,1439,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Global Park,77.5,6404,3,3,3,1,South-East,Relatively New,3, Sohna,4,0,0,1,0,1210,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0
Signature Global Park,70,6071,3,3,3,2,North,Relatively New,3, Sohna,4,0,0,1,0,1153,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0
Signature Global Park,53.2,6295,2,2,2,1,East,Relatively New,2, Sohna,4,0,0,1,0,845,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,0,0
Signature Global Park,52,6326,2,2,2,3,North-West,Relatively New,2, Sohna,4,0,0,1,0,822,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Global Park,90.5,6289,3,3,3,1,West,Relatively New,3, Sohna,4,0,0,1,0,1439,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0
Signature Global Park,52.5,6386,2,2,2,2,North-East,Relatively New,2, Sohna,4,0,0,1,0,822,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0
Corona Optus,120.0,6916,3,4,3,8,South-West,Relatively New,3, Sector 37C Gurgaon,14,0,0,0,0,1535,1635,1735,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corona Optus,122.0,6912,3,4,3,5,South-East,Relatively New,3, Sector 37C Gurgaon,14,0,0,0,0,1565,1665,1765,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
