price,bedRoom,bathroom,balcony,floorNum,agePossession,sector,Servant_Room,Study_Room,Pooja_Room,Store_Room,Built_Up_Area,furnishing_type,luxury_category,Latitude,Longitude
50.0,2.0,2.0,2.0,6.0,Old Property,sector 86,0,0,0,0,618.6840000000001,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
35.0,2.0,2.0,2.0,18.0,New Property,sohna,0,0,0,0,658.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
25.0,1.0,1.0,1.0,12.0,Relatively New,sohna,0,0,0,0,600.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
50.0,2.0,2.0,0.0,7.0,Under Construction,manesar,0,0,0,0,1300.0,Unfurnished,Not Luxurious,28.3515° N, 76.9428° E
27.0,1.0,1.0,1.0,13.0,Relatively New,sector 84,0,0,0,0,351.20000000000005,Semi Furnished,Semi Luxurious,28.3979° N, 76.9736° E
170.0,3.0,2.0,3.0,6.0,Old Property,sector 56,0,0,0,1,1280.0,Unfurnished,Semi Luxurious,28.4245° N, 77.0991° E
116.0,3.0,2.0,3.0,1.0,New Property,sector 89,0,1,0,0,882.4000000000001,Unfurnished,Semi Luxurious,28.4253° N, 76.9439° E
101.0,2.0,2.0,3.0,11.0,New Property,sector 107,0,0,0,0,1200.0,Unfurnished,Semi Luxurious,28.5052° N, 76.9729° E
175.0,5.0,5.0,2.0,3.0,Old Property,opp sector 14,0,1,1,1,2760.0,Fully Furnished,Semi Luxurious,28.4790° N, 77.0440° E
50.0,2.0,2.0,2.0,13.0,New Property,sector 107,0,0,0,0,672.0,Unfurnished,Not Luxurious,28.5052° N, 76.9729° E
82.0,3.0,2.0,3.0,2.0,New Property,sohna,0,0,0,0,1297.2,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
110.0,3.0,4.0,3.0,6.0,Moderately Old,sector 85,1,0,0,0,1316.0,Semi Furnished,Semi Luxurious,28.4042° N, 76.9513° E
65.0,1.0,1.0,2.0,3.0,Old Property,sector 47,0,0,0,0,646.8,Unfurnished,Not Luxurious,28.4276° N, 77.0492° E
158.0,2.0,2.0,2.0,3.0,New Property,sector 61,0,1,0,0,1380.0,Unfurnished,Semi Luxurious,28.4050° N, 77.0963° E
85.0,2.0,2.0,1.0,2.0,Old Property,sector 30,0,0,0,0,793.2,Fully Furnished,Semi Luxurious,28.4604° N, 77.0579° E
125.0,2.0,2.0,3.0,1.0,Relatively New,sector 79,0,0,0,0,1383.0,Unfurnished,Not Luxurious,28.3624° N, 76.9787° E
72.0,3.0,2.0,3.0,3.0,Under Construction,sohna,0,0,0,0,864.8000000000001,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
87.0,1.0,1.0,1.0,2.0,Relatively New,sector 49,0,0,0,0,540.0,Semi Furnished,Semi Luxurious,28.4121° N, 77.0480° E
170.0,3.0,4.0,3.0,6.0,New Property,sector 79,1,0,0,0,1831.2,Unfurnished,Semi Luxurious,28.3624° N, 76.9787° E
235.0,4.0,4.0,3.0,10.0,Moderately Old,sector 70,1,0,0,0,2880.0,Fully Furnished,Semi Luxurious,28.3968° N, 77.0233° E
50.0,3.0,2.0,2.0,2.0,Under Construction,sector 88,0,0,0,0,716.4,Unfurnished,Semi Luxurious,28.4220° N, 76.9571° E
141.0,2.0,2.0,3.0,3.0,New Property,sector 79,0,1,0,0,1886.4,Unfurnished,Luxurious,28.3624° N, 76.9787° E
99.0,3.0,2.0,3.0,1.0,New Property,sector 92,0,0,0,0,1794.0,Fully Furnished,Semi Luxurious,28.4079° N, 76.9153° E
325.0,4.0,5.0,3.0,14.0,Relatively New,sector 69,0,0,1,0,2572.8,Unfurnished,Not Luxurious,28.3966° N, 77.0341° E
350.0,3.0,3.0,3.0,1.0,Under Construction,sector 63,0,0,0,0,1620.0,Fully Furnished,Not Luxurious,28.3971° N, 77.0867° E
250.0,4.0,5.0,3.0,1.0,Moderately Old,sector 48,0,0,0,0,2340.0,Semi Furnished,Semi Luxurious,28.4177° N, 77.0359° E
50.0,2.0,2.0,1.0,8.0,Under Construction,sector 76,0,0,0,0,912.0,Unfurnished,Luxurious,28.3935° N, 76.9888° E
225.0,3.0,3.0,2.0,3.0,Under Construction,sector 61,0,0,0,0,1858.8,Unfurnished,Not Luxurious,28.4050° N, 77.0963° E
140.0,5.0,4.0,2.0,2.0,Moderately Old,sector 21,0,0,0,0,1920.0,Unfurnished,Not Luxurious,28.5134° N, 77.0723° E
90.0,3.0,3.0,2.0,12.0,Relatively New,sector 85,0,0,0,0,1402.0,Fully Furnished,Luxurious,28.4042° N, 76.9513° E
36.0,2.0,2.0,1.0,1.0,New Property,sohna,0,0,0,0,481.6,Fully Furnished,Semi Luxurious,28.2470° N, 77.0650° E
65.0,1.0,1.0,1.0,0.0,Moderately Old,sector 56,0,0,0,0,906.0,Unfurnished,Semi Luxurious,28.4245° N, 77.0991° E
130.0,2.0,2.0,2.0,7.0,Relatively New,sector 79,0,1,0,0,1176.0,Fully Furnished,Semi Luxurious,28.3624° N, 76.9787° E
67.0,2.0,2.0,1.0,10.0,Relatively New,sector 86,0,0,0,0,1088.0,Unfurnished,Luxurious,28.3986° N, 76.9384° E
25.0,1.0,1.0,1.0,1.0,Relatively New,sohna,0,0,0,0,331.20000000000005,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
58.0,1.0,1.0,1.0,1.0,Old Property,sector 56,0,0,0,0,726.0,Unfurnished,Semi Luxurious,28.4245° N, 77.0991° E
25.5,1.0,1.0,1.0,3.0,Relatively New,sector 5,0,0,0,0,699.6,Unfurnished,Semi Luxurious,28.4794° N, 77.0176° E
60.0,3.0,2.0,2.0,2.0,New Property,sector 86,0,0,0,0,900.0,Unfurnished,Not Luxurious,28.3986° N, 76.9384° E
50.0,2.0,2.0,1.0,2.0,Relatively New,sector 86,0,0,0,0,721.2,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
135.0,3.0,2.0,3.0,7.0,Under Construction,sohna,0,0,1,0,1312.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
113.0,3.0,3.0,2.0,1.0,Under Construction,sector 70,0,0,0,0,1288.0,Unfurnished,Not Luxurious,28.3968° N, 77.0233° E
160.0,4.0,1.0,0.0,0.0,New Property,sector 109,0,0,0,0,3008.0,Unfurnished,Not Luxurious,28.5073° N, 77.0089° E
65.0,2.0,2.0,2.0,15.0,Under Construction,sector 89,0,0,0,0,1501.2,Unfurnished,Semi Luxurious,28.4253° N, 76.9439° E
32.0,2.0,2.0,2.0,19.0,Relatively New,sohna,0,0,0,0,664.8,Fully Furnished,Not Luxurious,28.2470° N, 77.0650° E
80.0,2.0,2.0,0.0,10.0,Relatively New,sector 103,0,0,0,0,1450.0,Unfurnished,Not Luxurious,28.4949° N, 76.9845° E
550.0,4.0,5.0,3.0,5.0,Moderately Old,sector 28,1,0,0,0,3011.2000000000003,Fully Furnished,Not Luxurious,28.4728° N, 77.0865° E
95.0,2.0,2.0,0.0,17.0,Under Construction,sector 37c,1,0,0,0,1578.0,Unfurnished,Not Luxurious,28.4515° N, 76.9882° E
120.0,2.0,2.0,1.0,6.0,Relatively New,sector 84,0,0,0,0,1016.0,Unfurnished,Semi Luxurious,28.3979° N, 76.9736° E
155.0,2.0,2.0,1.0,3.0,Under Construction,sector 61,0,1,0,0,920.0,Unfurnished,Not Luxurious,28.4050° N, 77.0963° E
600.0,4.0,5.0,3.0,2.0,Relatively New,sushant lok,0,0,0,0,3806.0,Unfurnished,Not Luxurious,28.4550° N, 77.0820° E
29.8,2.0,2.0,2.0,3.0,Relatively New,sohna,0,0,0,0,743.0,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
192.0,3.0,3.0,2.0,2.0,Relatively New,sector 76,0,0,0,0,1672.0,Unfurnished,Not Luxurious,28.3935° N, 76.9888° E
182.0,3.0,2.0,2.0,4.0,Relatively New,sector 106,0,0,0,0,1359.0,Unfurnished,Not Luxurious,28.5007° N, 77.0003° E
50.0,2.0,2.0,1.0,4.0,Relatively New,sector 89,0,0,0,0,672.0,Fully Furnished,Semi Luxurious,28.4253° N, 76.9439° E
25.0,1.0,1.0,1.0,6.0,New Property,sector 89,0,0,0,0,430.0,Unfurnished,Semi Luxurious,28.4253° N, 76.9439° E
107.0,4.0,3.0,3.0,10.0,Under Construction,sector 92,1,1,0,0,2040.0,Unfurnished,Luxurious,28.4079° N, 76.9153° E
80.0,2.0,3.0,2.0,0.0,Relatively New,sector 90,0,0,0,0,1350.0,Unfurnished,Not Luxurious,28.4085° N, 76.9369° E
62.0,1.0,1.0,0.0,6.0,Relatively New,sector 82,0,0,0,0,650.0,Unfurnished,Not Luxurious,28.3935° N, 76.9600° E
125.0,2.0,2.0,3.0,17.0,Relatively New,sohna,0,0,0,0,1385.0,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
88.0,2.0,2.0,0.0,2.0,Relatively New,sector 89,0,0,0,0,1103.0,Unfurnished,Not Luxurious,28.4253° N, 76.9439° E
80.0,2.0,2.0,3.0,9.0,Relatively New,sector 82,0,0,0,0,1494.0,Unfurnished,Not Luxurious,28.3935° N, 76.9600° E
110.0,2.0,2.0,2.0,14.0,Relatively New,sohna,0,0,0,0,1656.0,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
85.0,3.0,2.0,2.0,14.0,Relatively New,sector 92,0,0,0,0,1261.0,Unfurnished,Not Luxurious,28.4079° N, 76.9153° E
500.0,5.0,7.0,3.0,1.0,Moderately Old,sector 52,1,0,1,0,6240.0,Unfurnished,Not Luxurious,28.4379° N, 77.0785° E
145.0,3.0,3.0,3.0,12.0,Relatively New,sector 88,0,0,0,0,2152.8,Fully Furnished,Semi Luxurious,28.4220° N, 76.9571° E
125.0,3.0,3.0,3.0,2.0,Under Construction,sector 89,0,0,1,0,1138.4,Unfurnished,Semi Luxurious,28.4253° N, 76.9439° E
48.0,3.0,2.0,2.0,2.0,Moderately Old,sector 6,0,0,0,0,120.0,Unfurnished,Semi Luxurious,28.4745° N, 77.0262° E
200.0,3.0,3.0,3.0,12.0,New Property,sector 67,0,1,0,0,1400.0,Unfurnished,Not Luxurious,28.3859° N, 77.0608° E
55.0,1.0,1.0,0.0,5.0,Relatively New,sector 37c,0,0,0,0,669.0,Unfurnished,Not Luxurious,28.4515° N, 76.9882° E
32.0,2.0,2.0,1.0,7.0,New Property,sohna,0,0,0,0,696.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
82.0,2.0,2.0,1.0,12.0,New Property,sector 86,0,0,0,0,1300.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
40.0,2.0,2.0,1.0,14.0,Relatively New,sector 104,0,0,0,0,455.2000000000001,Unfurnished,Semi Luxurious,28.4788° N, 76.9960° E
115.0,2.0,2.0,2.0,15.0,Under Construction,sohna,0,0,0,0,110.928,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
94.5,3.0,2.0,3.0,10.0,New Property,sector 84,0,1,0,0,1080.0,Unfurnished,Semi Luxurious,28.3979° N, 76.9736° E
75.0,3.0,2.0,2.0,16.0,Relatively New,sector 92,0,0,0,0,1556.0,Unfurnished,Not Luxurious,28.4079° N, 76.9153° E
130.0,2.0,2.0,2.0,17.0,New Property,sector 85,0,0,0,0,1312.0,Unfurnished,Luxurious,28.4042° N, 76.9513° E
150.0,3.0,3.0,3.0,2.0,New Property,sector 84,1,0,0,0,1600.0,Unfurnished,Luxurious,28.3979° N, 76.9736° E
125.0,3.0,3.0,3.0,18.0,Under Construction,sector 92,1,0,0,0,2460.0,Unfurnished,Semi Luxurious,28.4079° N, 76.9153° E
65.0,2.0,1.0,2.0,3.0,New Property,sohna,0,0,0,0,986.4,Unfurnished,Luxurious,28.2470° N, 77.0650° E
90.0,2.0,2.0,3.0,9.0,New Property,sector 10,0,0,0,0,960.0,Unfurnished,Semi Luxurious,28.4537° N, 77.0009° E
92.0,2.0,2.0,3.0,3.0,New Property,sector 88,0,0,0,0,1350.0,Unfurnished,Semi Luxurious,28.4220° N, 76.9571° E
130.0,4.0,4.0,0.0,7.0,Relatively New,sector 92,0,0,0,0,2040.0,Unfurnished,Not Luxurious,28.4079° N, 76.9153° E
300.0,3.0,3.0,3.0,14.0,Relatively New,sector 63,1,0,0,0,1642.0,Fully Furnished,Not Luxurious,28.3971° N, 77.0867° E
68.0,2.0,2.0,2.0,3.0,New Property,sohna,0,0,0,0,988.8,Unfurnished,Luxurious,28.2470° N, 77.0650° E
55.0,2.0,2.0,0.0,5.0,Relatively New,sector 51,0,0,0,0,1260.0,Fully Furnished,Semi Luxurious,28.4320° N, 77.0686° E
133.0,3.0,3.0,3.0,4.0,Under Construction,sector 89,0,1,0,0,1423.0,Unfurnished,Luxurious,28.4253° N, 76.9439° E
80.0,2.0,2.0,3.0,14.0,New Property,sector 107,0,0,0,0,1092.8,Unfurnished,Semi Luxurious,28.5052° N, 76.9729° E
155.0,3.0,2.0,3.0,6.0,Moderately Old,sector 89,0,0,0,1,1240.0,Fully Furnished,Luxurious,28.4253° N, 76.9439° E
35.0,2.0,2.0,1.0,3.0,Relatively New,sector 99,0,0,0,0,654.0,Unfurnished,Semi Luxurious,28.4640° N, 76.9614° E
185.0,3.0,3.0,3.0,0.0,Relatively New,sector 50,0,0,0,0,1662.0,Unfurnished,Not Luxurious,28.4178° N, 77.0628° E
49.0,2.0,2.0,2.0,2.0,Relatively New,sector 92,0,0,0,0,1197.6,Unfurnished,Semi Luxurious,28.4079° N, 76.9153° E
185.0,3.0,2.0,3.0,1.0,Moderately Old,near sector 29,1,1,0,0,1510.0,Unfurnished,Luxurious,28.4630° N, 77.0755° E
230.0,3.0,4.0,3.0,10.0,New Property,sector 109,1,0,0,0,2068.0,Unfurnished,Semi Luxurious,28.5073° N, 77.0089° E
150.0,2.0,2.0,2.0,10.0,Relatively New,sector 67,0,0,0,1,1620.0,Fully Furnished,Not Luxurious,28.3859° N, 77.0608° E
125.0,2.0,2.0,3.0,15.0,Under Construction,sohna,0,0,0,0,1662.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
100.0,2.0,2.0,2.0,3.0,New Property,sector 77,0,0,0,0,1608.0,Unfurnished,Semi Luxurious,28.3801° N, 76.9845° E
160.0,3.0,3.0,3.0,5.0,New Property,sector 89,0,0,0,0,1568.0,Unfurnished,Not Luxurious,28.4253° N, 76.9439° E
110.0,4.0,3.0,3.0,9.0,Relatively New,sector 95,1,0,0,0,3050.4,Unfurnished,Semi Luxurious,28.4172° N, 76.9081° E
170.0,3.0,4.0,2.0,1.0,Under Construction,sector 92,0,0,0,0,1304.0,Unfurnished,Not Luxurious,28.4079° N, 76.9153° E
146.0,4.0,6.0,3.0,8.0,New Property,sector 76,1,0,0,0,2120.0,Unfurnished,Semi Luxurious,28.3935° N, 76.9888° E
165.0,2.0,2.0,2.0,1.0,Under Construction,sector 63,0,0,0,0,864.8000000000001,Unfurnished,Not Luxurious,28.3971° N, 77.0867° E
265.0,3.0,3.0,3.0,10.0,New Property,sector 88,0,0,0,0,148.8,Unfurnished,Luxurious,28.4220° N, 76.9571° E
30.0,1.0,2.0,2.0,5.0,New Property,sector 103,0,0,0,0,434.256,Unfurnished,Semi Luxurious,28.4949° N, 76.9845° E
65.0,3.0,2.0,2.0,7.0,New Property,sector 104,0,0,0,0,915.6,Unfurnished,Semi Luxurious,28.4788° N, 76.9960° E
257.0,3.0,3.0,2.0,3.0,Under Construction,sector 61,0,1,0,0,1956.0,Unfurnished,Not Luxurious,28.4050° N, 77.0963° E
78.0,2.0,2.0,3.0,2.0,Under Construction,sector 92,0,0,0,0,808.0,Unfurnished,Not Luxurious,28.4079° N, 76.9153° E
33.0,2.0,2.0,1.0,14.0,New Property,sector 95,0,0,0,0,613.6,Unfurnished,Luxurious,28.4172° N, 76.9081° E
120.0,2.0,2.0,2.0,0.0,Relatively New,sohna,0,0,0,0,1492.0,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
40.0,3.0,2.0,1.0,3.0,Relatively New,sector 5,0,0,0,0,1080.0,Unfurnished,Semi Luxurious,28.4794° N, 77.0176° E
43.0,2.0,2.0,1.0,2.0,Relatively New,sector 15,0,0,0,0,924.0,Fully Furnished,Semi Luxurious,28.4621° N, 77.0464° E
450.0,4.0,6.0,3.0,17.0,Relatively New,sector 81,1,0,0,0,3360.0,Fully Furnished,Semi Luxurious,28.3867° N, 76.9485° E
38.0,2.0,2.0,2.0,3.0,Relatively New,sector 107,0,0,0,0,520.0,Semi Furnished,Not Luxurious,28.5052° N, 76.9729° E
75.0,2.0,2.0,2.0,5.0,Relatively New,sector 36,0,0,0,0,800.0,Fully Furnished,Semi Luxurious,28.4160° N, 76.9914° E
321.0,3.0,3.0,3.0,9.0,New Property,sector 113,0,0,0,0,2016.0,Unfurnished,Semi Luxurious,28.5287° N, 77.0233° E
35.0,2.0,2.0,2.0,14.0,New Property,sohna,0,0,0,0,664.992,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
75.0,2.0,2.0,1.0,5.0,Relatively New,sector 78,0,0,0,0,1239.0,Unfurnished,Not Luxurious,28.3733° N, 76.9729° E
95.0,4.0,3.0,3.0,4.0,Moderately Old,sector 92,0,0,0,0,1564.8000000000002,Unfurnished,Semi Luxurious,28.4079° N, 76.9153° E
90.0,3.0,3.0,0.0,7.0,Relatively New,sector 81,0,0,0,0,1780.0,Unfurnished,Not Luxurious,28.3867° N, 76.9485° E
85.0,2.0,2.0,0.0,10.0,Relatively New,sector 93,0,0,0,0,597.0,Unfurnished,Not Luxurious,28.4153° N, 76.9326° E
192.0,3.0,3.0,2.0,3.0,Relatively New,sector 76,0,0,0,0,1628.0,Unfurnished,Not Luxurious,28.3935° N, 76.9888° E
120.0,3.0,3.0,2.0,2.0,Relatively New,sector 89,0,0,0,0,1423.0,Unfurnished,Not Luxurious,28.4253° N, 76.9439° E
110.0,3.0,3.0,1.0,2.0,Under Construction,sector 37,0,0,1,0,1620.0,Fully Furnished,Semi Luxurious,28.4375° N, 76.9999° E
650.0,4.0,4.0,3.0,9.0,Moderately Old,sector 43,1,0,0,0,2397.6,Unfurnished,Semi Luxurious,28.4629° N, 77.0772° E
185.0,2.0,2.0,2.0,3.0,New Property,sector 61,0,0,0,0,1500.0,Unfurnished,Semi Luxurious,28.4050° N, 77.0963° E
138.0,2.0,2.0,2.0,4.0,Under Construction,sector 55,0,0,0,0,1130.0,Fully Furnished,Luxurious,28.4281° N, 77.1100° E
426.0,4.0,4.0,0.0,9.0,Relatively New,mehrauli gurgaon road,0,0,0,0,3250.0,Unfurnished,Not Luxurious,28.4740° N, 77.0730° E
142.0,2.0,2.0,3.0,14.0,Relatively New,sector 102,0,0,0,0,1368.0,Unfurnished,Not Luxurious,28.4750° N, 76.9715° E
230.0,2.0,2.0,2.0,23.0,Relatively New,sector 36,0,0,0,0,1479.0,Unfurnished,Not Luxurious,28.4160° N, 76.9914° E
370.0,3.0,3.0,3.0,1.0,Under Construction,sector 63,0,0,0,0,2880.0,Unfurnished,Semi Luxurious,28.3971° N, 77.0867° E
22.0,1.0,2.0,2.0,2.0,New Property,sector 104,0,0,0,0,361.536,Unfurnished,Semi Luxurious,28.4788° N, 76.9960° E
60.0,2.0,2.0,3.0,7.0,New Property,sector 37,0,0,0,0,520.0,Unfurnished,Semi Luxurious,28.4375° N, 76.9999° E
165.0,3.0,4.0,3.0,14.0,Under Construction,sector 111,1,0,0,0,1860.0,Unfurnished,Not Luxurious,28.5238° N, 77.0320° E
20.0,1.0,2.0,2.0,3.0,New Property,sector 104,0,0,0,0,361.2,Unfurnished,Not Luxurious,28.4788° N, 76.9960° E
75.0,3.0,4.0,3.0,2.0,Moderately Old,sector 92,0,1,0,0,1920.0,Unfurnished,Semi Luxurious,28.4079° N, 76.9153° E
430.0,4.0,5.0,3.0,4.0,New Property,sector 48,1,1,1,0,3720.0,Unfurnished,Semi Luxurious,28.4177° N, 77.0359° E
190.0,3.0,3.0,3.0,10.0,New Property,sector 70,1,0,1,1,1560.0,Unfurnished,Not Luxurious,28.3968° N, 77.0233° E
220.00000000000003,3.0,4.0,3.0,3.0,Moderately Old,sector 28,1,0,0,0,2112.0,Semi Furnished,Not Luxurious,28.4728° N, 77.0865° E
200.0,3.0,3.0,3.0,0.0,Relatively New,sector 39,0,0,0,0,2400.0,Unfurnished,Not Luxurious,28.4434° N, 77.0515° E
95.0,2.0,2.0,2.0,14.0,Relatively New,sector 102,0,0,0,0,915.0,Unfurnished,Not Luxurious,28.4750° N, 76.9715° E
95.0,2.0,2.0,2.0,14.0,Relatively New,sector 102,0,0,0,0,915.0,Unfurnished,Not Luxurious,28.4750° N, 76.9715° E
40.0,3.0,2.0,2.0,6.0,Relatively New,sector 95,0,0,0,0,822.0,Unfurnished,Not Luxurious,28.4172° N, 76.9081° E
100.0,1.0,1.0,1.0,8.0,Relatively New,sector 49,0,0,0,0,850.0,Unfurnished,Not Luxurious,28.4121° N, 77.0480° E
162.0,3.0,2.0,3.0,10.0,Relatively New,sector 88,0,1,0,0,1293.6,Semi Furnished,Semi Luxurious,28.4220° N, 76.9571° E
85.0,3.0,3.0,0.0,5.0,Relatively New,sector 1,0,0,0,0,2200.0,Unfurnished,Not Luxurious,28.3663° N, 76.9456° E
40.0,2.0,2.0,2.0,4.0,Relatively New,sector 33,0,0,0,0,623.0,Unfurnished,Not Luxurious,28.4420° N, 77.0207° E
350.0,3.0,3.0,3.0,15.0,New Property,sector 65,1,1,1,0,2464.8,Fully Furnished,Luxurious,28.4030° N, 77.0690° E
136.0,3.0,3.0,3.0,1.0,Under Construction,sector 37,0,0,1,0,1535.0,Unfurnished,Semi Luxurious,28.4375° N, 76.9999° E
241.0,3.0,3.0,3.0,2.0,New Property,sector 61,0,0,0,0,1630.0,Unfurnished,Not Luxurious,28.4050° N, 77.0963° E
110.0,2.0,2.0,1.0,7.0,Relatively New,sector 102,0,0,0,0,915.0,Unfurnished,Not Luxurious,28.4750° N, 76.9715° E
250.0,3.0,3.0,2.0,1.0,Relatively New,sohna,0,0,0,0,2260.8,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
202.0,4.0,3.0,1.0,2.0,New Property,sector 17,0,0,0,0,2000.0,Unfurnished,Not Luxurious,28.4791° N, 77.0608° E
147.0,2.0,2.0,2.0,4.0,New Property,sector 61,0,1,1,0,1380.0,Unfurnished,Semi Luxurious,28.4050° N, 77.0963° E
24.0,1.0,1.0,1.0,12.0,Relatively New,sohna,0,0,0,0,408.108,Fully Furnished,Semi Luxurious,28.2470° N, 77.0650° E
420.0,3.0,4.0,2.0,7.0,Under Construction,sector 43,0,0,0,0,1720.0,Unfurnished,Semi Luxurious,28.4629° N, 77.0772° E
245.00000000000003,3.0,4.0,3.0,1.0,New Property,sector 99,1,0,0,0,2224.0,Fully Furnished,Luxurious,28.4640° N, 76.9614° E
165.0,3.0,3.0,0.0,12.0,Relatively New,sector 79,0,0,0,0,1815.0,Unfurnished,Not Luxurious,28.3624° N, 76.9787° E
175.0,3.0,3.0,2.0,27.0,Relatively New,sector 85,0,0,0,0,1825.0,Unfurnished,Not Luxurious,28.4042° N, 76.9513° E
140.0,2.0,2.0,2.0,3.0,Under Construction,sector 63,0,0,0,0,1482.0,Unfurnished,Not Luxurious,28.3971° N, 77.0867° E
45.0,2.0,2.0,2.0,2.0,New Property,sector 95,0,0,0,0,682.8,Fully Furnished,Not Luxurious,28.4172° N, 76.9081° E
68.0,3.0,3.0,3.0,2.0,Moderately Old,sector 1,0,0,0,0,1526.0,Unfurnished,Not Luxurious,28.3663° N, 76.9456° E
100.0,2.0,2.0,3.0,3.0,New Property,sector 89,0,1,0,0,1332.0,Unfurnished,Semi Luxurious,28.4253° N, 76.9439° E
200.0,3.0,4.0,3.0,4.0,Relatively New,sector 104,1,0,0,0,1832.0,Unfurnished,Not Luxurious,28.4788° N, 76.9960° E
75.0,2.0,2.0,2.0,4.0,Moderately Old,sohna,0,0,0,0,1350.0,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
325.0,4.0,4.0,3.0,2.0,New Property,sector 99,1,0,0,0,2688.0,Unfurnished,Semi Luxurious,28.4640° N, 76.9614° E
110.0,2.0,2.0,3.0,17.0,Relatively New,sohna,0,1,0,0,1165.6,Fully Furnished,Semi Luxurious,28.2470° N, 77.0650° E
145.0,3.0,2.0,3.0,8.0,Relatively New,sector 86,0,0,0,0,1480.0,Semi Furnished,Luxurious,28.3986° N, 76.9384° E
320.0,4.0,4.0,0.0,5.0,Under Construction,sector 99,0,0,0,0,3225.0,Unfurnished,Semi Luxurious,28.4640° N, 76.9614° E
40.0,2.0,2.0,2.0,11.0,New Property,sector 93,0,0,0,0,652.236,Unfurnished,Semi Luxurious,28.4153° N, 76.9326° E
95.0,2.0,2.0,2.0,4.0,New Property,sector 89,1,1,0,0,1323.6,Unfurnished,Not Luxurious,28.4253° N, 76.9439° E
425.0,3.0,4.0,3.0,3.0,Under Construction,sector 59,0,0,0,0,1836.0,Unfurnished,Not Luxurious,28.4051° N, 77.1097° E
37.0,2.0,2.0,2.0,9.0,New Property,sector 107,0,0,0,0,664.62,Unfurnished,Not Luxurious,28.5052° N, 76.9729° E
125.0,3.0,4.0,2.0,12.0,Relatively New,sector 93,0,0,0,0,1350.0,Semi Furnished,Semi Luxurious,28.4153° N, 76.9326° E
75.0,2.0,2.0,2.0,4.0,Moderately Old,sector 69,0,0,0,0,1100.0,Unfurnished,Not Luxurious,28.3966° N, 77.0341° E
35.0,2.0,2.0,1.0,2.0,Relatively New,sector 110,0,0,0,0,850.0,Fully Furnished,Semi Luxurious,28.5145° N, 77.0197° E
35.0,2.0,2.0,2.0,10.0,New Property,sohna,0,0,0,0,658.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
200.0,3.0,4.0,3.0,2.0,Relatively New,sector 79,1,0,0,0,2839.2,Fully Furnished,Luxurious,28.3624° N, 76.9787° E
350.0,5.0,5.0,3.0,14.0,Relatively New,sector 82,0,1,0,0,3127.2,Semi Furnished,Semi Luxurious,28.3935° N, 76.9600° E
191.0,2.0,2.0,2.0,11.0,New Property,sector 28,0,0,0,0,1380.0,Semi Furnished,Semi Luxurious,28.4728° N, 77.0865° E
100.0,3.0,3.0,3.0,13.0,Moderately Old,sector 37,0,0,0,0,1416.0,Unfurnished,Semi Luxurious,28.4375° N, 76.9999° E
140.0,3.0,3.0,3.0,2.0,Under Construction,sohna,0,0,0,0,520.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
35.0,2.0,2.0,2.0,5.0,Relatively New,sohna,0,0,0,0,556.0,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
82.0,2.0,2.0,3.0,12.0,Relatively New,sector 104,0,1,0,0,92.772,Unfurnished,Luxurious,28.4788° N, 76.9960° E
88.0,2.0,2.0,2.0,13.0,Relatively New,sohna,0,0,0,0,1020.0,Fully Furnished,Luxurious,28.2470° N, 77.0650° E
55.0,2.0,2.0,3.0,3.0,Relatively New,sohna,0,0,0,0,986.4,Unfurnished,Not Luxurious,28.2470° N, 77.0650° E
120.0,3.0,3.0,2.0,1.0,Relatively New,sector 67,0,0,0,0,216.0,Unfurnished,Not Luxurious,28.3859° N, 77.0608° E
178.0,2.0,2.0,3.0,12.0,Relatively New,sector 74,0,0,0,0,1708.8,Unfurnished,Not Luxurious,28.4158° N, 77.0118° E
190.0,2.0,2.0,2.0,40.0,Relatively New,sector 65,0,0,0,0,1358.0,Unfurnished,Not Luxurious,28.4030° N, 77.0690° E
26.0,2.0,2.0,1.0,5.0,Relatively New,sohna,0,0,0,0,578.076,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
